"","GO","Pvalue","OddsRatio","ExpCount","Count","Size","Term","ontology"
"504","GO:0048593",0.0421075438368739,2.46540047114252,10.5800458885353,15,21,"camera-type eye morphogenesis","BP"
"505","GO:0008633",0.0424106436432502,2.46177594825051,10.5877523851786,15,21,"activation of pro-apoptotic gene products","BP"
"506","GO:0032680",0.0424106436432502,2.46177594825051,10.5877523851786,15,21,"regulation of tumor necrosis factor production","BP"
"507","GO:0045807",0.0424106436432502,2.46177594825051,10.5877523851786,15,21,"positive regulation of endocytosis","BP"
"508","GO:0030099",0.044473747363127,1.49761191613373,41.7924486314072,50,83,"myeloid cell differentiation","BP"
"509","GO:0051049",0.0447135033723221,2.10316982646203,14.0368559608876,19,28,"regulation of transport","BP"
"510","GO:0008277",0.0449095435986767,1.82952226686581,20.1671474003402,26,40,"regulation of G-protein coupled receptor protein signaling pathway","BP"
"511","GO:0033157",0.0449095435986767,1.82952226686581,20.1671474003402,26,40,"regulation of intracellular protein transport","BP"
"512","GO:0050801",0.0460673734119195,1.22912809146539,148.228533392501,163,294,"ion homeostasis","BP"
"513","GO:0022411",0.0463335226142804,1.45297721451981,47.3927963907995,56,94,"cellular component disassembly","BP"
"514","GO:0019216",0.0467055941967646,1.57686291869559,32.7716145255528,40,65,"regulation of lipid metabolic process","BP"
"515","GO:0043410",0.047650327616861,2.07912457912458,14.1170031802381,19,28,"positive regulation of MAPKKK cascade","BP"
"516","GO:0042391",0.0483445754090745,1.77816245006658,21.1464608992432,27,42,"regulation of membrane potential","BP"
"517","GO:0065007",0.0485858696054124,1.23282302510716,125.922689573460,140,282,"biological regulation","BP"
"518","GO:0030073",0.0487340183160032,3.28718703976436,6.54863323209127,10,13,"insulin secretion","BP"
"519","GO:0010466",0.0490542268716801,3.28142598305666,6.55432290511057,10,13,"negative regulation of peptidase activity","BP"
"520","GO:0021695",0.0490542268716801,3.28142598305666,6.55432290511057,10,13,"cerebellar cortex development","BP"
"521","GO:0042345",0.0490542268716801,3.28142598305666,6.55432290511057,10,13,"regulation of NF-kappaB import into nucleus","BP"
"522","GO:0046888",0.0490542268716801,3.28142598305666,6.55432290511057,10,13,"negative regulation of hormone secretion","BP"
"523","GO:0050702",0.0490542268716801,3.28142598305666,6.55432290511057,10,13,"interleukin-1 beta secretion","BP"
"524","GO:0050806",0.0490542268716801,3.28142598305666,6.55432290511057,10,13,"positive regulation of synaptic transmission","BP"
"525","GO:0006939",0.049414427246707,1.88789127661662,17.6462539752977,23,35,"smooth muscle contraction","BP"
"526","GO:0050864",0.049414427246707,1.88789127661662,17.6462539752977,23,35,"regulation of B cell activation","BP"
"527","GO:0021700",0.0494531564162758,1.55411633820725,33.7799718955699,41,67,"developmental maturation","BP"
"528","GO:0009953",0.0500278560030857,2.25473981019717,11.5859797172256,16,23,"dorsal/ventral pattern formation","BP"
"529","GO:0009605",0.0500564416740143,1.26065402541504,112.309724996159,125,224,"response to external stimulus","BP"
"530","GO:0032609",0.0504658726142732,2.25076144264499,11.5961097551956,16,23,"interferon-gamma production","BP"
"531","GO:0016337",0.0510033636399406,1.52672001373008,35.643595505618,43,71,"cell-cell adhesion","BP"
"532","GO:0016202",0.0514395959986969,2.56249079935227,9.0706352732119,13,18,"regulation of striated muscle development","BP"
"533","GO:0000188",0.0516682369141306,2.55987654320988,9.0752163301531,13,18,"inactivation of MAPK activity","BP"
"534","GO:0031110",0.0516682369141306,2.55987654320988,9.0752163301531,13,18,"regulation of microtubule polymerization or depolymerization","BP"
"535","GO:0032101",0.0539786721730846,1.40848643734540,51.4262258708675,60,102,"regulation of response to external stimulus","BP"
"536","GO:0018958",0.0540291037667196,1.96969251140209,15.1253605502552,20,30,"phenol metabolic process","BP"
"537","GO:0030111",0.0540291037667196,1.96969251140209,15.1253605502552,20,30,"regulation of Wnt receptor signaling pathway","BP"
"538","GO:0042102",0.0540291037667196,1.96969251140209,15.1253605502552,20,30,"positive regulation of T cell proliferation","BP"
"539","GO:0002682",0.0544789056052258,1.31360310426254,78.5585558705057,89,156,"regulation of immune system process","BP"
"540","GO:0008064",0.0553485347406058,1.62567806603774,26.7214703054508,33,53,"regulation of actin polymerization or depolymerization","BP"
"541","GO:0006811",0.0561541262680343,1.27356943716013,96.5594120363245,108,193,"ion transport","BP"
"542","GO:0048738",0.0575134145310687,3.93945628214548,5.04031959754383,8,10,"cardiac muscle development","BP"
"543","GO:0001759",0.0576208306968395,3.93714201791746,5.04178685008505,8,10,"induction of an organ","BP"
"544","GO:0003009",0.0576208306968395,3.93714201791746,5.04178685008505,8,10,"skeletal muscle contraction","BP"
"545","GO:0014902",0.0576208306968395,3.93714201791746,5.04178685008505,8,10,"myotube differentiation","BP"
"546","GO:0030279",0.0576208306968395,3.93714201791746,5.04178685008505,8,10,"negative regulation of ossification","BP"
"547","GO:0030866",0.0576208306968395,3.93714201791746,5.04178685008505,8,10,"cortical actin cytoskeleton organization","BP"
"548","GO:0030901",0.0576208306968395,3.93714201791746,5.04178685008505,8,10,"midbrain development","BP"
"549","GO:0031069",0.0576208306968395,3.93714201791746,5.04178685008505,8,10,"hair follicle morphogenesis","BP"
"550","GO:0046677",0.0576208306968395,3.93714201791746,5.04178685008505,8,10,"response to antibiotic","BP"
"551","GO:0006941",0.057848836080863,2.09677954847278,12.5917414189339,17,25,"striated muscle contraction","BP"
"552","GO:0007422",0.0582706005269511,2.09373160682755,12.6007989938596,17,25,"peripheral nervous system development","BP"
"553","GO:0046631",0.0584419959584317,2.0925,12.6044671252126,17,25,"alpha-beta T cell activation","BP"
"554","GO:0048167",0.0584419959584317,2.0925,12.6044671252126,17,25,"regulation of synaptic plasticity","BP"
"555","GO:0043523",0.0597742671149094,1.75889702170621,19.6629687153317,25,39,"regulation of neuron apoptosis","BP"
"556","GO:0051222",0.060050969852914,1.88180210594004,16.1267490930629,21,32,"positive regulation of protein transport","BP"
"557","GO:0007162",0.0603460514652569,1.88015677671357,16.1337179202722,21,32,"negative regulation of cell adhesion","BP"
"558","GO:0010628",0.0608310674958117,Inf,1.98674285714286,4,4,"positive regulation of gene expression","BP"
"559","GO:0051129",0.0612764021412129,1.57205945713055,28.6966100437653,35,57,"negative regulation of cellular component organization","BP"
"560","GO:0050729",0.0619733707870038,2.29731980988779,10.0835737001701,14,20,"positive regulation of inflammatory response","BP"
"561","GO:0007601",0.0623044221745889,1.24932498109947,107.390059906812,119,213,"visual perception","BP"
"562","GO:0048754",0.0623182441802139,2.71553884711779,7.55112625963248,11,15,"branching morphogenesis of a tube","BP"
"563","GO:0043406",0.0626116170165965,2.71220629525639,7.5557372175981,11,15,"positive regulation of MAP kinase activity","BP"
"564","GO:0070271",0.0628172503661752,1.18910989471418,174.445825012943,189,346,"protein complex biogenesis","BP"
"565","GO:0050796",0.0628805457898982,2.70915441176471,7.55993784223768,11,15,"regulation of insulin secretion","BP"
"566","GO:0021954",0.0629152464411993,2.70876212878565,7.56047939631575,11,15,"central nervous system neuron development","BP"
"567","GO:0006942",0.0630563585676607,2.70717014399060,7.56268027512758,11,15,"regulation of striated muscle contraction","BP"
"568","GO:0007613",0.0630563585676607,2.70717014399060,7.56268027512758,11,15,"memory","BP"
"569","GO:0007628",0.0630563585676607,2.70717014399060,7.56268027512758,11,15,"adult walking behavior","BP"
"570","GO:0014065",0.0630563585676607,2.70717014399060,7.56268027512758,11,15,"phosphoinositide 3-kinase cascade","BP"
"571","GO:0021983",0.0630563585676607,2.70717014399060,7.56268027512758,11,15,"pituitary gland development","BP"
"572","GO:0022407",0.0630563585676607,2.70717014399060,7.56268027512758,11,15,"regulation of cell-cell adhesion","BP"
"573","GO:0034104",0.0630563585676607,2.70717014399060,7.56268027512758,11,15,"negative regulation of tissue remodeling","BP"
"574","GO:0042417",0.0630563585676607,2.70717014399060,7.56268027512758,11,15,"dopamine metabolic process","BP"
"575","GO:0043029",0.0630563585676607,2.70717014399060,7.56268027512758,11,15,"T cell homeostasis","BP"
"576","GO:0048641",0.0630563585676607,2.70717014399060,7.56268027512758,11,15,"regulation of skeletal muscle development","BP"
"577","GO:0045137",0.063117795432731,1.46239417630216,38.8217587456549,46,77,"development of primary sexual characteristics","BP"
"578","GO:0051271",0.0642715744934459,Inf,2.01424543700846,4,4,"negative regulation of cell motion","BP"
"579","GO:0055008",0.0643062193091487,Inf,2.01451636794549,4,4,"cardiac muscle tissue morphogenesis","BP"
"580","GO:0043388",0.0644032839629497,Inf,2.01527623285132,4,4,"positive regulation of DNA binding","BP"
"581","GO:0009798",0.0644189385384114,Inf,2.01539828249926,4,4,"axis specification","BP"
"582","GO:0045892",0.0644837288608852,1.47874151425190,36.0863438764803,43,72,"negative regulation of transcription, DNA-dependent","BP"
"583","GO:0000320",0.0645874815674986,Inf,2.01671474003402,4,4,"re-entry into mitotic cell cycle","BP"
"584","GO:0001779",0.0645874815674986,Inf,2.01671474003402,4,4,"natural killer cell differentiation","BP"
"585","GO:0001945",0.0645874815674986,Inf,2.01671474003402,4,4,"lymph vessel development","BP"
"586","GO:0002016",0.0645874815674986,Inf,2.01671474003402,4,4,"regulation of blood volume by renin-angiotensin","BP"
"587","GO:0003057",0.0645874815674986,Inf,2.01671474003402,4,4,"regulation of the force of heart contraction by chemical signal","BP"
"588","GO:0006069",0.0645874815674986,Inf,2.01671474003402,4,4,"ethanol oxidation","BP"
"589","GO:0006972",0.0645874815674986,Inf,2.01671474003402,4,4,"hyperosmotic response","BP"
"590","GO:0007158",0.0645874815674986,Inf,2.01671474003402,4,4,"neuron adhesion","BP"
"591","GO:0007320",0.0645874815674986,Inf,2.01671474003402,4,4,"insemination","BP"
"592","GO:0007435",0.0645874815674986,Inf,2.01671474003402,4,4,"salivary gland morphogenesis","BP"
"593","GO:0009186",0.0645874815674986,Inf,2.01671474003402,4,4,"deoxyribonucleoside diphosphate metabolic process","BP"
"594","GO:0009912",0.0645874815674986,Inf,2.01671474003402,4,4,"auditory receptor cell fate commitment","BP"
"595","GO:0009950",0.0645874815674986,Inf,2.01671474003402,4,4,"dorsal/ventral axis specification","BP"
"596","GO:0010002",0.0645874815674986,Inf,2.01671474003402,4,4,"cardioblast differentiation","BP"
"597","GO:0010613",0.0645874815674986,Inf,2.01671474003402,4,4,"positive regulation of cardiac muscle hypertrophy","BP"
"598","GO:0014002",0.0645874815674986,Inf,2.01671474003402,4,4,"astrocyte development","BP"
"599","GO:0014744",0.0645874815674986,Inf,2.01671474003402,4,4,"positive regulation of muscle adaptation","BP"
"600","GO:0014824",0.0645874815674986,Inf,2.01671474003402,4,4,"artery smooth muscle contraction","BP"
"601","GO:0016081",0.0645874815674986,Inf,2.01671474003402,4,4,"synaptic vesicle docking during exocytosis","BP"
"602","GO:0016322",0.0645874815674986,Inf,2.01671474003402,4,4,"neuron remodeling","BP"
"603","GO:0019530",0.0645874815674986,Inf,2.01671474003402,4,4,"taurine metabolic process","BP"
"604","GO:0021513",0.0645874815674986,Inf,2.01671474003402,4,4,"spinal cord dorsal/ventral patterning","BP"
"605","GO:0021521",0.0645874815674986,Inf,2.01671474003402,4,4,"ventral spinal cord interneuron specification","BP"
"606","GO:0021548",0.0645874815674986,Inf,2.01671474003402,4,4,"pons development","BP"
"607","GO:0021571",0.0645874815674986,Inf,2.01671474003402,4,4,"rhombomere 5 development","BP"
"608","GO:0021692",0.0645874815674986,Inf,2.01671474003402,4,4,"cerebellar Purkinje cell layer morphogenesis","BP"
"609","GO:0021702",0.0645874815674986,Inf,2.01671474003402,4,4,"cerebellar Purkinje cell differentiation","BP"
"610","GO:0021783",0.0645874815674986,Inf,2.01671474003402,4,4,"preganglionic parasympathetic nervous system development","BP"
"611","GO:0021884",0.0645874815674986,Inf,2.01671474003402,4,4,"forebrain neuron development","BP"
"612","GO:0021892",0.0645874815674986,Inf,2.01671474003402,4,4,"cerebral cortex GABAergic interneuron differentiation","BP"
"613","GO:0021937",0.0645874815674986,Inf,2.01671474003402,4,4,"Purkinje cell-granule cell precursor cell signaling involved in regulation of granule cell precursor cell proliferation","BP"
"614","GO:0030240",0.0645874815674986,Inf,2.01671474003402,4,4,"muscle thin filament assembly","BP"
"615","GO:0030517",0.0645874815674986,Inf,2.01671474003402,4,4,"negative regulation of axon extension","BP"
"616","GO:0030818",0.0645874815674986,Inf,2.01671474003402,4,4,"negative regulation of cAMP biosynthetic process","BP"
"617","GO:0031053",0.0645874815674986,Inf,2.01671474003402,4,4,"primary microRNA processing","BP"
"618","GO:0031103",0.0645874815674986,Inf,2.01671474003402,4,4,"axon regeneration","BP"
"619","GO:0031507",0.0645874815674986,Inf,2.01671474003402,4,4,"heterochromatin formation","BP"
"620","GO:0032331",0.0645874815674986,Inf,2.01671474003402,4,4,"negative regulation of chondrocyte differentiation","BP"
"621","GO:0032413",0.0645874815674986,Inf,2.01671474003402,4,4,"negative regulation of ion transmembrane transporter activity","BP"
"622","GO:0032909",0.0645874815674986,Inf,2.01671474003402,4,4,"regulation of transforming growth factor-beta2 production","BP"
"623","GO:0033033",0.0645874815674986,Inf,2.01671474003402,4,4,"negative regulation of myeloid cell apoptosis","BP"
"624","GO:0034308",0.0645874815674986,Inf,2.01671474003402,4,4,"monohydric alcohol metabolic process","BP"
"625","GO:0035025",0.0645874815674986,Inf,2.01671474003402,4,4,"positive regulation of Rho protein signal transduction","BP"
"626","GO:0035117",0.0645874815674986,Inf,2.01671474003402,4,4,"embryonic arm morphogenesis","BP"
"627","GO:0040023",0.0645874815674986,Inf,2.01671474003402,4,4,"establishment of nucleus localization","BP"
"628","GO:0042508",0.0645874815674986,Inf,2.01671474003402,4,4,"tyrosine phosphorylation of Stat1 protein","BP"
"629","GO:0042541",0.0645874815674986,Inf,2.01671474003402,4,4,"hemoglobin biosynthetic process","BP"
"630","GO:0043278",0.0645874815674986,Inf,2.01671474003402,4,4,"response to morphine","BP"
"631","GO:0045110",0.0645874815674986,Inf,2.01671474003402,4,4,"intermediate filament bundle assembly","BP"
"632","GO:0045409",0.0645874815674986,Inf,2.01671474003402,4,4,"negative regulation of interleukin-6 biosynthetic process","BP"
"633","GO:0045579",0.0645874815674986,Inf,2.01671474003402,4,4,"positive regulation of B cell differentiation","BP"
"634","GO:0045581",0.0645874815674986,Inf,2.01671474003402,4,4,"negative regulation of T cell differentiation","BP"
"635","GO:0045588",0.0645874815674986,Inf,2.01671474003402,4,4,"positive regulation of gamma-delta T cell differentiation","BP"
"636","GO:0045662",0.0645874815674986,Inf,2.01671474003402,4,4,"negative regulation of myoblast differentiation","BP"
"637","GO:0046541",0.0645874815674986,Inf,2.01671474003402,4,4,"saliva secretion","BP"
"638","GO:0046643",0.0645874815674986,Inf,2.01671474003402,4,4,"regulation of gamma-delta T cell activation","BP"
"639","GO:0048087",0.0645874815674986,Inf,2.01671474003402,4,4,"positive regulation of pigmentation during development","BP"
"640","GO:0048096",0.0645874815674986,Inf,2.01671474003402,4,4,"chromatin-mediated maintenance of transcription","BP"
"641","GO:0048387",0.0645874815674986,Inf,2.01671474003402,4,4,"negative regulation of retinoic acid receptor signaling pathway","BP"
"642","GO:0048596",0.0645874815674986,Inf,2.01671474003402,4,4,"embryonic camera-type eye morphogenesis","BP"
"643","GO:0048703",0.0645874815674986,Inf,2.01671474003402,4,4,"embryonic viscerocranium morphogenesis","BP"
"644","GO:0048710",0.0645874815674986,Inf,2.01671474003402,4,4,"regulation of astrocyte differentiation","BP"
"645","GO:0048713",0.0645874815674986,Inf,2.01671474003402,4,4,"regulation of oligodendrocyte differentiation","BP"
"646","GO:0048739",0.0645874815674986,Inf,2.01671474003402,4,4,"cardiac muscle fiber development","BP"
"647","GO:0048853",0.0645874815674986,Inf,2.01671474003402,4,4,"forebrain morphogenesis","BP"
"648","GO:0048934",0.0645874815674986,Inf,2.01671474003402,4,4,"peripheral nervous system neuron differentiation","BP"
"649","GO:0050651",0.0645874815674986,Inf,2.01671474003402,4,4,"dermatan sulfate proteoglycan biosynthetic process","BP"
"650","GO:0050919",0.0645874815674986,Inf,2.01671474003402,4,4,"negative chemotaxis","BP"
"651","GO:0051023",0.0645874815674986,Inf,2.01671474003402,4,4,"regulation of immunoglobulin secretion","BP"
"652","GO:0051151",0.0645874815674986,Inf,2.01671474003402,4,4,"negative regulation of smooth muscle cell differentiation","BP"
"653","GO:0051403",0.0645874815674986,Inf,2.01671474003402,4,4,"stress-activated MAPK cascade","BP"
"654","GO:0051590",0.0645874815674986,Inf,2.01671474003402,4,4,"positive regulation of neurotransmitter transport","BP"
"655","GO:0051930",0.0645874815674986,Inf,2.01671474003402,4,4,"regulation of sensory perception of pain","BP"
"656","GO:0051955",0.0645874815674986,Inf,2.01671474003402,4,4,"regulation of amino acid transport","BP"
"657","GO:0060044",0.0645874815674986,Inf,2.01671474003402,4,4,"negative regulation of cardiac muscle cell proliferation","BP"
"658","GO:0060347",0.0645874815674986,Inf,2.01671474003402,4,4,"heart trabecula formation","BP"
"659","GO:0060391",0.0645874815674986,Inf,2.01671474003402,4,4,"positive regulation of SMAD protein nuclear translocation","BP"
"660","GO:0042063",0.0646207025197057,5.92652699911478,3.52284866468843,6,7,"gliogenesis","BP"
"661","GO:0001656",0.0647424575377693,5.92223858615611,3.52411289725165,6,7,"metanephros development","BP"
"662","GO:0051705",0.0651153342899546,5.90917107583774,3.52797513321492,6,7,"behavioral interaction between organisms","BP"
"663","GO:0007184",0.0651394048159495,5.90832966064346,3.52822371828068,6,7,"SMAD protein nuclear translocation","BP"
"664","GO:0000578",0.0652388673705777,5.90485978564088,3.52925079505954,6,7,"embryonic axis specification","BP"
"665","GO:0007183",0.0652388673705777,5.90485978564088,3.52925079505954,6,7,"SMAD protein complex assembly","BP"
"666","GO:0008333",0.0652388673705777,5.90485978564088,3.52925079505954,6,7,"endosome to lysosome transport","BP"
"667","GO:0008593",0.0652388673705777,5.90485978564088,3.52925079505954,6,7,"regulation of Notch signaling pathway","BP"
"668","GO:0021602",0.0652388673705777,5.90485978564088,3.52925079505954,6,7,"cranial nerve morphogenesis","BP"
"669","GO:0030206",0.0652388673705777,5.90485978564088,3.52925079505954,6,7,"chondroitin sulfate biosynthetic process","BP"
"670","GO:0031345",0.0652388673705777,5.90485978564088,3.52925079505954,6,7,"negative regulation of cell projection organization","BP"
"671","GO:0031623",0.0652388673705777,5.90485978564088,3.52925079505954,6,7,"receptor internalization","BP"
"672","GO:0032024",0.0652388673705777,5.90485978564088,3.52925079505954,6,7,"positive regulation of insulin secretion","BP"
"673","GO:0042787",0.0652388673705777,5.90485978564088,3.52925079505954,6,7,"protein ubiquitination during ubiquitin-dependent protein catabolic process","BP"
"674","GO:0045648",0.0652388673705777,5.90485978564088,3.52925079505954,6,7,"positive regulation of erythrocyte differentiation","BP"
"675","GO:0045940",0.0652388673705777,5.90485978564088,3.52925079505954,6,7,"positive regulation of steroid metabolic process","BP"
"676","GO:0048339",0.0652388673705777,5.90485978564088,3.52925079505954,6,7,"paraxial mesoderm development","BP"
"677","GO:0051925",0.0652388673705777,5.90485978564088,3.52925079505954,6,7,"regulation of calcium ion transport via voltage-gated calcium channel activity","BP"
"678","GO:0051926",0.0652388673705777,5.90485978564088,3.52925079505954,6,7,"negative regulation of calcium ion transport","BP"
"679","GO:0051954",0.0652388673705777,5.90485978564088,3.52925079505954,6,7,"positive regulation of amine transport","BP"
"680","GO:0055012",0.0652388673705777,5.90485978564088,3.52925079505954,6,7,"ventricular cardiac muscle cell differentiation","BP"
"681","GO:0030534",0.065349764681566,1.97490404487747,13.5940696812454,18,27,"adult behavior","BP"
"682","GO:0022404",0.0662767212432779,1.96940726577438,13.6128244952296,18,27,"molting cycle process","BP"
"683","GO:0051259",0.0680710290065246,1.47808118081181,35.2925079505954,42,70,"protein oligomerization","BP"
"684","GO:0007254",0.0697961570952545,1.51892822025565,30.7548997855188,37,61,"JNK cascade","BP"
"685","GO:0046661",0.0699208580171301,1.66215022091311,21.6796834553657,27,43,"male sex differentiation","BP"
"686","GO:0050790",0.070657495692025,1.17073467323847,194.267532271458,209,386,"regulation of catalytic activity","BP"
"687","GO:0050804",0.071094706322773,2.11564826727975,11.0766948523958,15,22,"regulation of synaptic transmission","BP"
"688","GO:0043065",0.0711783324973832,1.21568854020154,126.970666666667,139,252,"positive regulation of apoptosis","BP"
"689","GO:0018108",0.0711922277149206,2.11500316522473,11.0783731631290,15,22,"peptidyl-tyrosine phosphorylation","BP"
"690","GO:0006937",0.0714693689552952,2.11316980734814,11.0831234256927,15,22,"regulation of muscle contraction","BP"
"691","GO:0031667",0.0719829490337751,1.74540362700789,18.1350769002155,23,36,"response to nutrient levels","BP"
"692","GO:0043009",0.0723015156595116,1.39909653780670,44.6491620111732,52,89,"chordate embryonic development","BP"
"693","GO:0051091",0.0726909325461553,1.74240845995335,18.1504326603062,23,36,"positive regulation of transcription factor activity","BP"
"694","GO:0060284",0.0737368694672566,2.38465655664585,8.53165499776553,12,17,"regulation of cell development","BP"
"695","GO:0032844",0.0741913319814829,1.62470275805808,22.6715522984677,28,45,"regulation of homeostatic process","BP"
"696","GO:0019221",0.0747681594228919,1.54803318733154,27.2256489904593,33,54,"cytokine-mediated signaling pathway","BP"
"697","GO:0032271",0.0747681594228919,1.54803318733154,27.2256489904593,33,54,"regulation of protein polymerization","BP"
"698","GO:0001890",0.0760223742971493,2.36608273222435,8.56481824239283,12,17,"placenta development","BP"
"699","GO:0018105",0.0761952467624898,2.36470069127813,8.56729559748428,12,17,"peptidyl-serine phosphorylation","BP"
"700","GO:0031344",0.0762968350680266,2.96152145068554,6.04136090727151,9,12,"regulation of cell projection organization","BP"
"701","GO:0021987",0.0764568749002253,2.36261572373255,8.57103764514459,12,17,"cerebral cortex development","BP"
"702","GO:0034329",0.0764568749002253,2.36261572373255,8.57103764514459,12,17,"cell junction assembly","BP"
"703","GO:0045651",0.0764568749002253,2.36261572373255,8.57103764514459,12,17,"positive regulation of macrophage differentiation","BP"
"704","GO:0048010",0.0764568749002253,2.36261572373255,8.57103764514459,12,17,"vascular endothelial growth factor receptor signaling pathway","BP"
"705","GO:0000187",0.0768297501164096,1.47786957804662,32.7716145255528,39,65,"activation of MAPK activity","BP"
"706","GO:0006024",0.076847563808244,2.95501323140253,6.04795027379014,9,12,"glycosaminoglycan biosynthetic process","BP"
"707","GO:0042036",0.076883888005034,2.95458553791887,6.0483835170526,9,12,"negative regulation of cytokine biosynthetic process","BP"
"708","GO:0010862",0.0770315869854146,2.95284958871915,6.05014422010206,9,12,"positive regulation of pathway-restricted SMAD protein phosphorylation","BP"
"709","GO:0021766",0.0770315869854146,2.95284958871915,6.05014422010206,9,12,"hippocampus development","BP"
"710","GO:0045072",0.0770315869854146,2.95284958871915,6.05014422010206,9,12,"regulation of interferon-gamma biosynthetic process","BP"
"711","GO:0046637",0.0770315869854146,2.95284958871915,6.05014422010206,9,12,"regulation of alpha-beta T cell differentiation","BP"
"712","GO:0051208",0.0770315869854146,2.95284958871915,6.05014422010206,9,12,"sequestering of calcium ion","BP"
"713","GO:0045941",0.077258297196378,1.48035943820092,31.8253751705321,38,64,"positive regulation of transcription","BP"
"714","GO:0009892",0.0787401534448232,1.7621790906279,16.4543428132206,21,33,"negative regulation of metabolic process","BP"
"715","GO:0050880",0.0788598760002657,1.52244246981089,28.2340063604763,34,56,"regulation of blood vessel size","BP"
"716","GO:0002694",0.0793180383105744,1.32778515049925,57.9805487759781,66,115,"regulation of leukocyte activation","BP"
"717","GO:0042698",0.08137818169193,1.79036205812725,15.6295392352637,20,31,"ovulation cycle","BP"
"718","GO:0007530",0.0816427439655937,1.96912218791354,12.1002884402041,16,24,"sex determination","BP"
"719","GO:0042326",0.0816427439655937,1.96912218791354,12.1002884402041,16,24,"negative regulation of phosphorylation","BP"
"720","GO:0051336",0.0827736962665912,1.19389191830731,138.144959692330,150,274,"regulation of hydrolase activity","BP"
"721","GO:0007154",0.0848221918655057,1.39386119042390,38.3521779425394,45,81,"cell communication","BP"
"722","GO:0007194",0.088607180612601,1.72321954090642,16.6378966052807,21,33,"negative regulation of adenylate cyclase activity","BP"
"723","GO:0016331",0.0886290884379155,2.13604691103587,9.57243319268636,13,19,"morphogenesis of embryonic epithelium","BP"
"724","GO:0002700",0.0888885170398118,2.13447109018685,9.5759325044405,13,19,"regulation of production of molecular mediator of immune response","BP"
"725","GO:0007215",0.0891458377795773,2.13291201254164,9.5793950151616,13,19,"glutamate signaling pathway","BP"
"726","GO:0032868",0.0891458377795773,2.13291201254164,9.5793950151616,13,19,"response to insulin stimulus","BP"
"727","GO:0007584",0.0907830135068973,1.45795280235988,31.2590784705273,37,62,"response to nutrient","BP"
"728","GO:0010563",0.0909183443408143,1.85972222222222,13.1086458102211,17,26,"negative regulation of phosphorus metabolic process","BP"
"729","GO:0032635",0.0909183443408143,1.85972222222222,13.1086458102211,17,26,"interleukin-6 production","BP"
"730","GO:0042176",0.0909183443408143,1.85972222222222,13.1086458102211,17,26,"regulation of protein catabolic process","BP"
"731","GO:0045667",0.0934693210147784,3.45105975861054,4.53332839579322,7,9,"regulation of osteoblast differentiation","BP"
"732","GO:0050730",0.0935120957863921,3.45047899778924,4.53370911518208,7,9,"regulation of peptidyl-tyrosine phosphorylation","BP"
"733","GO:0050772",0.0937285025769176,3.44753086419753,4.53562708102109,7,9,"positive regulation of axonogenesis","BP"
"734","GO:0007212",0.0937657830316045,3.4470242468773,4.53595738384137,7,9,"dopamine receptor signaling pathway","BP"
"735","GO:0002062",0.0938030687470768,3.44651777843080,4.53628763778945,7,9,"chondrocyte differentiation","BP"
"736","GO:0035051",0.0938030687470768,3.44651777843080,4.53628763778945,7,9,"cardiac cell differentiation","BP"
"737","GO:0046579",0.0938030687470768,3.44651777843080,4.53628763778945,7,9,"positive regulation of Ras protein signal transduction","BP"
"738","GO:0045935",0.0939447532393065,1.75170524432517,14.9040365575019,19,30,"positive regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolic process","BP"
"739","GO:0001976",0.093952264176004,3.44449339207048,4.53760816507655,7,9,"neurological system process involved in regulation of systemic arterial blood pressure","BP"
"740","GO:0002293",0.093952264176004,3.44449339207048,4.53760816507655,7,9,"alpha-beta T cell differentiation during immune response","BP"
"741","GO:0002702",0.093952264176004,3.44449339207048,4.53760816507655,7,9,"positive regulation of production of molecular mediator of immune response","BP"
"742","GO:0005513",0.093952264176004,3.44449339207048,4.53760816507655,7,9,"detection of calcium ion","BP"
"743","GO:0009948",0.093952264176004,3.44449339207048,4.53760816507655,7,9,"anterior/posterior axis specification","BP"
"744","GO:0015012",0.093952264176004,3.44449339207048,4.53760816507655,7,9,"heparan sulfate proteoglycan biosynthetic process","BP"
"745","GO:0031290",0.093952264176004,3.44449339207048,4.53760816507655,7,9,"retinal ganglion cell axon guidance","BP"
"746","GO:0031398",0.093952264176004,3.44449339207048,4.53760816507655,7,9,"positive regulation of protein ubiquitination","BP"
"747","GO:0035176",0.093952264176004,3.44449339207048,4.53760816507655,7,9,"social behavior","BP"
"748","GO:0042093",0.093952264176004,3.44449339207048,4.53760816507655,7,9,"T-helper cell differentiation","BP"
"749","GO:0042403",0.093952264176004,3.44449339207048,4.53760816507655,7,9,"thyroid hormone metabolic process","BP"
"750","GO:0045933",0.093952264176004,3.44449339207048,4.53760816507655,7,9,"positive regulation of muscle contraction","BP"
"751","GO:0051223",0.094056940386421,2.46711498669820,7.0494166604741,10,14,"regulation of protein transport","BP"
"752","GO:0006575",0.0941577105106337,1.35901340559726,44.3548124583857,51,88,"amino acid derivative metabolic process","BP"
"753","GO:0048709",0.0946942500225937,2.46214905188887,7.05644743656137,10,14,"oligodendrocyte differentiation","BP"
"754","GO:0010827",0.09488092733633,2.46070221830469,7.05850159011907,10,14,"regulation of glucose transport","BP"
