"id","desc","ont","hs_psc","hs_hi","mm_psc","mm_hi","patterns","pattern_sums","sums"
"GO:0015099","nickel ion transmembrane transporter activity","MF",1,1,1,1,"0000",0,4
"GO:0015101","organic cation transmembrane transporter activity","MF",0.0717103712443306,0.111489982175756,0.353351980325264,0.511401387912712,"0000",0,1.04795372165806
"GO:0015103","inorganic anion transmembrane transporter activity","MF",0.841390746024579,0.229279666314003,0.159073628758265,1,"0000",0,2.22974404109685
"GO:0015105","arsenite transmembrane transporter activity","MF",1,1,1,1,"0000",0,4
"GO:0015106","bicarbonate transmembrane transporter activity","MF",0.386907229797565,0.224658085333080,0.0471030492209001,1,"0010",1,1.65866836435154
"GO:0015108","chloride transmembrane transporter activity","MF",0.386907229797565,0.224658085333080,0.148879888647350,1,"0000",0,1.76044520377800
"GO:0015111","iodide transmembrane transporter activity","MF",1,1,1,1,"0000",0,4
"GO:0015114","phosphate transmembrane transporter activity","MF",1,0.638808192757914,1,1,"0000",0,3.63880819275791
"GO:0015116","sulfate transmembrane transporter activity","MF",0.386907229797565,0.224658085333080,1,1,"0000",0,2.61156531513064
"GO:0015125","bile acid transmembrane transporter activity","MF",0.0226891998794876,0.534025409181277,1,1,"1000",1,2.55671460906076
"GO:0015129","lactate transmembrane transporter activity","MF",1,1,1,1,"0000",0,4
"GO:0015130","mevalonate transmembrane transporter activity","MF",1,1,1,1,"0000",0,4
"GO:0015132","prostaglandin transmembrane transporter activity","MF",1,1,1,1,"0000",0,4
"GO:0015137","citrate transmembrane transporter activity","MF",1,1,0.243442622950820,1,"0000",0,3.24344262295082
"GO:0015141","succinate transmembrane transporter activity","MF",1,1,0.243442622950820,1,"0000",0,3.24344262295082
"GO:0015142","tricarboxylic acid transmembrane transporter activity","MF",1,1,0.243442622950820,1,"0000",0,3.24344262295082
"GO:0015143","urate transmembrane transporter activity","MF",1,1,1,1,"0000",0,4
"GO:0015144","carbohydrate transmembrane transporter activity","MF",0.415962530774057,1,0.85832568995789,1,"0000",0,3.27428822073195
"GO:0015145","monosaccharide transmembrane transporter activity","MF",0.38632554237345,1,0.812663975272585,1,"0000",0,3.19898951764604
"GO:0015149","hexose transmembrane transporter activity","MF",0.38632554237345,1,0.812663975272585,1,"0000",0,3.19898951764604
"GO:0015165","pyrimidine nucleotide sugar transmembrane transporter activity","MF",0.705784583213802,1,1,1,"0000",0,3.7057845832138
"GO:0015166","polyol transmembrane transporter activity","MF",0.386907229797565,1,1,1,"0000",0,3.38690722979756
"GO:0015168","glycerol transmembrane transporter activity","MF",1,1,1,1,"0000",0,4
"GO:0015171","amino acid transmembrane transporter activity","MF",0.0839577625503357,1,0.131069364516160,0.86544935724586,"0000",0,2.08047648431236
"GO:0015172","acidic amino acid transmembrane transporter activity","MF",0.769676391381872,1,0.85832568995789,1,"0000",0,3.62800208133976
"GO:0015173","aromatic amino acid transmembrane transporter activity","MF",0.216979564711746,1,1,1,"0000",0,3.21697956471175
"GO:0015174","basic amino acid transmembrane transporter activity","MF",1,1,0.0471030492209001,0.436116726026599,"0010",1,2.4832197752475
"GO:0015175","neutral amino acid transmembrane transporter activity","MF",0.109572189345375,1,0.104761247386736,1,"0000",0,2.21433343673211
"GO:0015179","L-amino acid transmembrane transporter activity","MF",0.306181828597603,1,0.400983617615587,0.912695627961764,"0000",0,2.61986107417495
"GO:0015180","L-alanine transmembrane transporter activity","MF",0.216979564711746,1,1,1,"0000",0,3.21697956471175
"GO:0015181","arginine transmembrane transporter activity","MF",1,1,0.148879888647350,0.349252549179301,"0000",0,2.49813243782665
"GO:0015183","L-aspartate transmembrane transporter activity","MF",1,1,1,1,"0000",0,4
"GO:0015184","L-cystine transmembrane transporter activity","MF",0.62418650839478,1,1,1,"0000",0,3.62418650839478
"GO:0015185","L-gamma-aminobutyric acid transmembrane transporter activity","MF",1,1,1,1,"0000",0,4
"GO:0015186","L-glutamine transmembrane transporter activity","MF",1,1,0.243442622950820,1,"0000",0,3.24344262295082
"GO:0015187","glycine transmembrane transporter activity","MF",0.386907229797565,1,0.567048082314409,1,"0000",0,2.95395531211197
"GO:0015189","L-lysine transmembrane transporter activity","MF",1,1,0.0592265614762498,0.249030975844956,"0000",0,2.30825753732121
"GO:0015193","L-proline transmembrane transporter activity","MF",0.216979564711746,1,1,1,"0000",0,3.21697956471175
"GO:0015194","L-serine transmembrane transporter activity","MF",0.120761589816053,1,1,1,"0000",0,3.12076158981605
"GO:0015195","L-threonine transmembrane transporter activity","MF",0.216979564711746,1,1,1,"0000",0,3.21697956471175
"GO:0015197","peptide transporter activity","MF",0.120761589816053,1,0.0966138496966056,1,"0000",0,2.21737543951266
"GO:0015198","oligopeptide transporter activity","MF",1,1,0.0471030492209001,1,"0010",1,3.0471030492209
"GO:0015204","urea transmembrane transporter activity","MF",1,1,0.243442622950820,1,"0000",0,3.24344262295082
"GO:0015205","nucleobase transmembrane transporter activity","MF",0.519980049788321,1,1,1,"0000",0,3.51998004978832
"GO:0015207","adenine transmembrane transporter activity","MF",1,1,1,1,"0000",0,4
"GO:0015211","purine nucleoside transmembrane transporter activity","MF",0.386907229797565,0.224658085333080,0.243442622950820,0.133401639344262,"0000",0,0.988409577425727
"GO:0015215","nucleotide transmembrane transporter activity","MF",1,1,1,1,"0000",0,4
"GO:0015220","choline transmembrane transporter activity","MF",1,1,1,1,"0000",0,4
"GO:0015222","serotonin transmembrane transporter activity","MF",0.216979564711746,1,1,1,"0000",0,3.21697956471175
"GO:0015226","carnitine transporter activity","MF",1,0.224658085333080,1,1,"0000",0,3.22465808533308
"GO:0015227","acyl carnitine transporter activity","MF",1,1,1,1,"0000",0,4
"GO:0015232","heme transporter activity","MF",0.216979564711746,0.119455058979897,1,1,"0000",0,2.33643462369164
"GO:0015234","thiamin transmembrane transporter activity","MF",1,1,0.42765868442539,1,"0000",0,3.42765868442539
"GO:0015238","drug transporter activity","MF",0.62418650839478,0.398899138768099,0.42765868442539,1,"0000",0,2.45074433158827
"GO:0015239","multidrug transporter activity","MF",1,1,0.243442622950820,1,"0000",0,3.24344262295082
"GO:0015245","fatty acid transporter activity","MF",1,1,1,1,"0000",0,4
"GO:0015247","aminophospholipid transporter activity","MF",0.62418650839478,1,0.567048082314409,1,"0000",0,3.19123459070919
"GO:0015248","sterol transporter activity","MF",0.519980049788321,0.317307385091351,1,1,"0000",0,2.83728743487967
"GO:0015250","water channel activity","MF",1,1,0.672511867061278,0.436116726026599,"0000",0,3.10862859308788
"GO:0015252","hydrogen ion channel activity","MF",1,1,1,1,"0000",0,4
"GO:0015254","glycerol channel activity","MF",1,1,1,1,"0000",0,4
"GO:0015266","protein channel activity","MF",1,1,1,1,"0000",0,4
"GO:0015267","channel activity","MF",0.126646609162405,0.93524971185141,0.792319559455011,0.896598057615869,"0000",0,2.75081393808469
"GO:0015269","calcium-activated potassium channel activity","MF",0.297794209118691,0.470751427916185,1,1,"0000",0,2.76854563703488
"GO:0015270","dihydropyridine-sensitive calcium channel activity","MF",0.38632554237345,1,0.243442622950820,1,"0000",0,2.62976816532427
"GO:0015271","outward rectifier potassium channel activity","MF",1,1,1,1,"0000",0,4
"GO:0015272","ATP-activated inward rectifier potassium channel activity","MF",1,1,1,1,"0000",0,4
"GO:0015276","ligand-gated ion channel activity","MF",0.811592523271364,0.978209213440998,0.795516289895527,0.879764673407068,"0000",0,3.46508270001496
"GO:0015277","kainate selective glutamate receptor activity","MF",1,1,0.243442622950820,1,"0000",0,3.24344262295082
"GO:0015278","calcium-release channel activity","MF",0.519980049788321,0.317307385091351,0.567048082314409,1,"0000",0,2.40433551719408
"GO:0015279","store-operated calcium channel activity","MF",1,1,1,1,"0000",0,4
"GO:0015280","amiloride-sensitive sodium channel activity","MF",1,1,0.42765868442539,1,"0000",0,3.42765868442539
"GO:0015284","fructose uniporter activity","MF",1,1,1,1,"0000",0,4
"GO:0015288","porin activity","MF",0.216979564711746,1,1,1,"0000",0,3.21697956471175
"GO:0015291","secondary active transmembrane transporter activity","MF",0.102536884620342,0.848991884686436,0.497528411557398,1,"0000",0,2.44905718086418
"GO:0015292","uniporter activity","MF",1,1,1,1,"0000",0,4
"GO:0015293","symporter activity","MF",0.338154204827803,1,0.964988639751424,1,"0000",0,3.30314284457923
"GO:0015294","solute:cation symporter activity","MF",0.491471555660523,1,0.964988639751424,1,"0000",0,3.45646019541195
"GO:0015295","solute:hydrogen symporter activity","MF",0.297794209118691,1,1,1,"0000",0,3.29779420911869
"GO:0015296","anion:cation symporter activity","MF",1,1,1,1,"0000",0,4
"GO:0015297","antiporter activity","MF",0.0970702562125568,0.164917774473964,0.268650178190404,1,"0000",0,1.53063820887693
"GO:0015298","solute:cation antiporter activity","MF",0.0439346967324363,0.199714019726434,0.85832568995789,1,"1000",1,2.10197440641676
"GO:0015299","solute:hydrogen antiporter activity","MF",0.207360673968947,1,0.752301838745282,1,"0000",0,2.95966251271423
"GO:0015300","solute:solute antiporter activity","MF",0.152472660546959,0.339632168112498,0.892864799403821,1,"0000",0,2.38496962806328
"GO:0015301","anion:anion antiporter activity","MF",0.519980049788321,0.317307385091351,0.0143998978906995,1,"0010",1,1.85168733277037
"GO:0015319","sodium:inorganic phosphate symporter activity","MF",1,1,1,1,"0000",0,4
"GO:0015320","phosphate carrier activity","MF",1,1,1,1,"0000",0,4
"GO:0015321","sodium-dependent phosphate transmembrane transporter activity","MF",1,0.398899138768099,1,1,"0000",0,3.3988991387681
"GO:0015322","secondary active oligopeptide transmembrane transporter activity","MF",1,1,0.0592265614762498,1,"0000",0,3.05922656147625
"GO:0015326","cationic amino acid transmembrane transporter activity","MF",1,1,0.243442622950820,0.133401639344262,"0000",0,2.37684426229508
"GO:0015327","cystine:glutamate antiporter activity","MF",1,1,1,1,"0000",0,4
"GO:0015333","peptide:hydrogen symporter activity","MF",0.047051899625927,1,1,1,"1000",1,3.04705189962593
"GO:0015334","high affinity oligopeptide transporter activity","MF",1,1,0.243442622950820,1,"0000",0,3.24344262295082
"GO:0015347","sodium-independent organic anion transmembrane transporter activity","MF",0.519980049788321,0.317307385091351,1,1,"0000",0,2.83728743487967
"GO:0015350","methotrexate transporter activity","MF",0.216979564711746,0.119455058979897,1,1,"0000",0,2.33643462369164
"GO:0015362","high affinity sodium:dicarboxylate symporter activity","MF",1,1,1,1,"0000",0,4
"GO:0015367","oxoglutarate:malate antiporter activity","MF",1,1,1,1,"0000",0,4
"GO:0015368","calcium:cation antiporter activity","MF",0.047051899625927,0.0142520326267142,1,1,"1100",2,2.06130393225264
"GO:0015370","solute:sodium symporter activity","MF",0.307447731879157,1,0.85832568995789,1,"0000",0,3.16577342183705
"GO:0015373","monovalent anion:sodium symporter activity","MF",1,1,1,1,"0000",0,4
"GO:0015375","glycine:sodium symporter activity","MF",0.386907229797565,1,1,1,"0000",0,3.38690722979756
"GO:0015377","cation:chloride symporter activity","MF",1,1,1,1,"0000",0,4
"GO:0015379","potassium:chloride symporter activity","MF",1,1,1,1,"0000",0,4
"GO:0015380","anion exchanger activity","MF",0.386907229797565,0.224658085333080,0.0592265614762498,1,"0000",0,1.67079187660689
"GO:0015382","sodium:sulfate symporter activity","MF",1,1,1,1,"0000",0,4
"GO:0015385","sodium:hydrogen antiporter activity","MF",0.386907229797565,1,0.752301838745282,1,"0000",0,3.13920906854285
"GO:0015386","potassium:hydrogen antiporter activity","MF",1,1,1,1,"0000",0,4
"GO:0015389","pyrimidine- and adenine-specific:sodium symporter activity","MF",1,1,1,1,"0000",0,4
"GO:0015390","purine-specific nucleoside:sodium symporter activity","MF",1,1,1,1,"0000",0,4
"GO:0015399","primary active transmembrane transporter activity","MF",0.445891219127833,0.975236802980759,0.356273545255117,0.943278612285351,"0000",0,2.72068017964906
"GO:0015405","P-P-bond-hydrolysis-driven transmembrane transporter activity","MF",0.445891219127833,0.975236802980759,0.356273545255117,0.943278612285351,"0000",0,2.72068017964906
"GO:0015432","bile acid-exporting ATPase activity","MF",0.216979564711746,1,1,1,"0000",0,3.21697956471175
"GO:0015433","peptide antigen-transporting ATPase activity","MF",1,1,1,1,"0000",0,4
"GO:0015440","peptide-transporting ATPase activity","MF",1,1,1,1,"0000",0,4
"GO:0015450","P-P-bond-hydrolysis-driven protein transmembrane transporter activity","MF",1,1,1,1,"0000",0,4
"GO:0015457","auxiliary transport protein activity","MF",0.09082744148694,0.615831333267617,0.380931677213825,0.724661485385252,"0000",0,1.81225193735363
"GO:0015459","potassium channel regulator activity","MF",0.469609606688242,0.58616474234995,0.243442622950820,0.133401639344262,"0000",0,1.43261861133327
"GO:0015460","transport accessory protein activity","MF",0.386907229797565,1,1,1,"0000",0,3.38690722979756
"GO:0015464","acetylcholine receptor activity","MF",0.725617848458712,1,0.567048082314409,1,"0000",0,3.29266593077312
"GO:0015467","G-protein activated inward rectifier potassium channel activity","MF",1,1,0.42765868442539,1,"0000",0,3.42765868442539
"GO:0015485","cholesterol binding","MF",0.932328949672312,0.753550605238768,0.752301838745282,1,"0000",0,3.43818139365636
"GO:0015491","cation:cation antiporter activity","MF",0.0717103712443306,0.111489982175756,0.85832568995789,1,"0000",0,2.04152604337798
"GO:0015495","gamma-aminobutyric acid:hydrogen symporter activity","MF",1,1,1,1,"0000",0,4
"GO:0015501","glutamate:sodium symporter activity","MF",1,1,0.42765868442539,1,"0000",0,3.42765868442539
"GO:0015559","multidrug efflux pump activity","MF",1,1,0.243442622950820,1,"0000",0,3.24344262295082
"GO:0015616","DNA translocase activity","MF",0.216979564711746,1,0.243442622950820,1,"0000",0,2.46042218766257
"GO:0015631","tubulin binding","MF",0.396304921673831,0.552153634147599,0.624672994281214,0.207291605144063,"0000",0,1.78042315524671
"GO:0015633","zinc transporting ATPase activity","MF",1,1,1,1,"0000",0,4
"GO:0015643","toxin binding","MF",1,1,0.243442622950820,0.133401639344262,"0000",0,2.37684426229508
"GO:0015645","fatty-acid ligase activity","MF",0.705784583213802,1,0.683871994299945,0.724661485385252,"0000",0,3.114318062899
"GO:0015651","quaternary ammonium group transmembrane transporter activity","MF",1,1,1,1,"0000",0,4
"GO:0015662","ATPase activity, coupled to transmembrane movement of ions, phosphorylative mechanism","MF",0.307447731879157,0.682011804371133,0.455220030772541,0.924382888129744,"0000",0,2.36906245515258
"GO:0015665","alcohol transmembrane transporter activity","MF",0.386907229797565,1,1,1,"0000",0,3.38690722979756
"GO:0015669","gas transport","BP",0.362534175461761,0.153710357736086,1,0.344016786450812,"0000",0,1.86026131964866
"GO:0015670","carbon dioxide transport","BP",0.0429373368301954,0.224110248976735,1,1,"1000",1,2.26704758580693
"GO:0015671","oxygen transport","BP",1,0.316583960030924,1,0.245011006192269,"0000",0,2.56159496622319
"GO:0015672","monovalent inorganic cation transport","BP",0.630230925911465,0.99862570413004,0.941201614681262,0.977731947284846,"0000",0,3.54779019200761
"GO:0015674","di-, tri-valent inorganic cation transport","BP",0.577809616083545,0.786279856574198,0.335254855485125,0.970984634590515,"0000",0,2.67032896273338
"GO:0015675","nickel ion transport","BP",1,1,1,1,"0000",0,4
"GO:0015677","copper ion import","BP",1,1,0.233475282355119,1,"0000",0,3.23347528235512
"GO:0015680","intracellular copper ion transport","BP",1,1,0.233475282355119,1,"0000",0,3.23347528235512
"GO:0015693","magnesium ion transport","BP",1,1,1,1,"0000",0,4
"GO:0015695","organic cation transport","BP",0.160666871091937,0.0407693982652045,0.332352376217450,0.50482295571292,"0100",1,1.03861160128751
"GO:0015696","ammonium transport","BP",0.0429373368301954,0.224110248976735,0.0544775658828612,0.245011006192269,"1000",1,0.566536157882061
"GO:0015697","quaternary ammonium group transport","BP",1,1,1,1,"0000",0,4
"GO:0015698","inorganic anion transport","BP",0.491599239261303,0.112229578973946,0.310989583427769,0.8947642449539,"0000",0,1.80958264661692
"GO:0015701","bicarbonate transport","BP",0.207280080889788,1,0.138025305373524,1,"0000",0,2.34530538626331
"GO:0015711","organic anion transport","BP",0.192031974157526,0.398050009644503,0.88100661986614,0.675308430964017,"0000",0,2.14639703463219
"GO:0015718","monocarboxylic acid transport","BP",0.224952157750421,0.163983197343793,0.735524320279223,1,"0000",0,2.12445967537344
"GO:0015721","bile acid and bile salt transport","BP",0.37162282494938,0.224110248976735,0.412472998827377,1,"0000",0,2.00820607275349
"GO:0015722","canalicular bile acid transport","BP",1,1,0.233475282355119,1,"0000",0,3.23347528235512
"GO:0015727","lactate transport","BP",1,1,1,1,"0000",0,4
"GO:0015728","mevalonate transport","BP",1,1,1,1,"0000",0,4
"GO:0015732","prostaglandin transport","BP",1,0.224110248976735,1,1,"0000",0,3.22411024897674
"GO:0015734","taurine transport","BP",1,1,1,1,"0000",0,4
"GO:0015742","alpha-ketoglutarate transport","BP",1,1,1,1,"0000",0,4
"GO:0015744","succinate transport","BP",1,1,0.233475282355119,1,"0000",0,3.23347528235512
"GO:0015746","citrate transport","BP",1,1,0.233475282355119,1,"0000",0,3.23347528235512
"GO:0015747","urate transport","BP",1,1,1,1,"0000",0,4
"GO:0015749","monosaccharide transport","BP",0.841764820354416,0.732986279343414,0.518936526975962,0.258719158173848,"0000",0,2.35240678484764
"GO:0015755","fructose transport","BP",1,1,1,1,"0000",0,4
"GO:0015757","galactose transport","BP",1,1,1,1,"0000",0,4
"GO:0015758","glucose transport","BP",0.841764820354416,0.732986279343414,0.518936526975962,0.258719158173848,"0000",0,2.35240678484764
"GO:0015759","beta-glucoside transport","BP",1,1,1,0.131086835771154,"0000",0,3.13108683577115
"GO:0015760","glucose-6-phosphate transport","BP",1,1,1,1,"0000",0,4
"GO:0015780","nucleotide-sugar transport","BP",0.60521175662764,1,1,1,"0000",0,3.60521175662764
"GO:0015781","pyrimidine nucleotide-sugar transport","BP",0.60521175662764,1,1,1,"0000",0,3.60521175662764
"GO:0015782","CMP-sialic acid transport","BP",1,1,1,1,"0000",0,4
"GO:0015788","UDP-N-acetylglucosamine transport","BP",0.37162282494938,1,1,1,"0000",0,3.37162282494938
"GO:0015789","UDP-N-acetylgalactosamine transport","BP",1,1,1,1,"0000",0,4
"GO:0015790","UDP-xylose transport","BP",1,1,1,1,"0000",0,4
"GO:0015791","polyol transport","BP",0.207280080889788,1,1,1,"0000",0,3.20728008088979
"GO:0015800","acidic amino acid transport","BP",0.752011597855353,1,0.90882984485201,1,"0000",0,3.66084144270736
"GO:0015801","aromatic amino acid transport","BP",0.0429373368301954,0.224110248976735,1,1,"1000",1,2.26704758580693
"GO:0015802","basic amino acid transport","BP",0.37162282494938,1,0.0419330229304376,0.430055340580643,"0010",1,1.84361118846046
"GO:0015804","neutral amino acid transport","BP",0.107923669014034,1,0.092054046786657,1,"0000",0,2.19997771580069
"GO:0015805","S-adenosylmethionine transport","BP",1,1,1,1,"0000",0,4
"GO:0015807","L-amino acid transport","BP",0.277664006645852,1,0.668946154131882,1,"0000",0,2.94661016077773
"GO:0015808","L-alanine transport","BP",0.207280080889788,1,1,1,"0000",0,3.20728008088979
"GO:0015809","arginine transport","BP",0.207280080889788,1,0.138025305373524,0.344016786450812,"0000",0,1.68932217271412
"GO:0015810","aspartate transport","BP",1,1,1,1,"0000",0,4
"GO:0015811","L-cystine transport","BP",0.37162282494938,1,1,1,"0000",0,3.37162282494938
"GO:0015812","gamma-aminobutyric acid transport","BP",1,1,0.797330071229538,1,"0000",0,3.79733007122954
"GO:0015813","L-glutamate transport","BP",0.687098694123088,1,0.90882984485201,1,"0000",0,3.5959285389751
"GO:0015816","glycine transport","BP",1,1,0.549696845554305,1,"0000",0,3.54969684555430
"GO:0015819","lysine transport","BP",1,1,0.0544775658828612,0.245011006192269,"0000",0,2.29948857207513
"GO:0015822","ornithine transport","BP",1,1,0.233475282355119,1,"0000",0,3.23347528235512
"GO:0015824","proline transport","BP",0.207280080889788,1,1,1,"0000",0,3.20728008088979
"GO:0015825","L-serine transport","BP",0.37162282494938,1,1,1,"0000",0,3.37162282494938
"GO:0015826","threonine transport","BP",0.207280080889788,1,1,1,"0000",0,3.20728008088979
"GO:0015827","tryptophan transport","BP",0.207280080889788,0.119143916413886,1,1,"0000",0,2.32642399730367
"GO:0015833","peptide transport","BP",0.320318200765502,0.212582071895162,0.553156711921938,0.956348678708796,"0000",0,2.04240566329140
"GO:0015837","amine transport","BP",0.0323538233449774,0.977979495832212,0.532342936481908,0.996033496499358,"1000",1,2.53870975215846
"GO:0015840","urea transport","BP",0.207280080889788,1,0.412472998827377,1,"0000",0,2.61975307971717
"GO:0015844","monoamine transport","BP",0.517967799224612,1,0.916886174122609,1,"0000",0,3.43485397334722
"GO:0015849","organic acid transport","BP",0.0299026337281924,0.455476670640463,0.205481916916715,0.974887593934581,"1000",1,1.66574881521995
"GO:0015851","nucleobase transport","BP",0.37162282494938,1,1,1,"0000",0,3.37162282494938
"GO:0015855","pyrimidine transport","BP",0.207280080889788,1,1,1,"0000",0,3.20728008088979
"GO:0015858","nucleoside transport","BP",0.111034852827916,0.316583960030924,0.234117587816611,0.430055340580643,"0000",0,1.09179174125609
"GO:0015860","purine nucleoside transport","BP",0.37162282494938,0.224110248976735,0.412472998827377,0.245011006192269,"0000",0,1.25321707894576
"GO:0015864","pyrimidine nucleoside transport","BP",1,1,1,1,"0000",0,4
"GO:0015870","acetylcholine transport","BP",1,1,0.412472998827377,1,"0000",0,3.41247299882738
"GO:0015871","choline transport","BP",1,1,1,1,"0000",0,4
"GO:0015872","dopamine transport","BP",1,1,1,1,"0000",0,4
"GO:0015874","norepinephrine transport","BP",1,1,1,1,"0000",0,4
"GO:0015879","carnitine transport","BP",0.687098694123088,0.469817065830226,1,1,"0000",0,3.15691575995331
"GO:0015884","folic acid transport","BP",0.60521175662764,0.398050009644503,1,1,"0000",0,3.00326176627214
"GO:0015886","heme transport","BP",0.207280080889788,0.119143916413886,1,1,"0000",0,2.32642399730367
"GO:0015888","thiamin transport","BP",1,1,0.412472998827377,1,"0000",0,3.41247299882738
"GO:0015889","cobalamin transport","BP",0.111034852827916,0.316583960030924,1,1,"0000",0,2.42761881285884
"GO:0015893","drug transport","BP",0.0429373368301954,1,0.549696845554305,1,"1000",1,2.5926341823845
"GO:0015898","amiloride transport","BP",1,1,1,1,"0000",0,4
"GO:0015908","fatty acid transport","BP",1,1,0.797330071229538,1,"0000",0,3.79733007122954
"GO:0015909","long-chain fatty acid transport","BP",1,1,0.549696845554305,1,"0000",0,3.54969684555430
"GO:0015911","plasma membrane long-chain fatty acid transport","BP",1,1,1,1,"0000",0,4
"GO:0015914","phospholipid transport","BP",1,0.0153815528386496,0.88100661986614,0.675308430964017,"0100",1,2.57169660366881
"GO:0015917","aminophospholipid transport","BP",1,1,1,1,"0000",0,4
"GO:0015918","sterol transport","BP",1,0.496955794556501,0.82788291060336,0.704274970957396,"0000",0,3.02911367611726
"GO:0015919","peroxisomal membrane transport","BP",1,1,1,1,"0000",0,4
"GO:0015920","lipopolysaccharide transport","BP",1,1,1,1,"0000",0,4
"GO:0015922","aspartate oxidase activity","MF",1,1,1,1,"0000",0,4
"GO:0015923","mannosidase activity","MF",0.62418650839478,0.398899138768099,0.672511867061278,1,"0000",0,2.69559751422416
"GO:0015924","mannosyl-oligosaccharide mannosidase activity","MF",0.62418650839478,0.398899138768099,1,1,"0000",0,3.02308564716288
"GO:0015925","galactosidase activity","MF",1,1,0.243442622950820,0.133401639344262,"0000",0,2.37684426229508
"GO:0015926","glucosidase activity","MF",1,1,0.42765868442539,1,"0000",0,3.42765868442539
"GO:0015927","trehalase activity","MF",1,1,1,1,"0000",0,4
"GO:0015928","fucosidase activity","MF",0.216979564711746,1,1,1,"0000",0,3.21697956471175
"GO:0015929","hexosaminidase activity","MF",0.819701775192827,0.589743974090418,0.0966138496966056,0.13497807848215,"0000",0,1.641037677462
"GO:0015931","nucleobase, nucleoside, nucleotide and nucleic acid transport","BP",0.0882418061384745,0.404167658759497,0.0398409813565841,0.0610558288248133,"0010",1,0.593306275079369
"GO:0015932","nucleobase, nucleoside, nucleotide and nucleic acid transmembrane transporter activity","MF",0.38632554237345,0.534025409181277,0.250656728073801,0.436116726026599,"0000",0,1.60712440565513
"GO:0015936","coenzyme A metabolic process","BP",1,1,0.412472998827377,1,"0000",0,3.41247299882738
"GO:0015937","coenzyme A biosynthetic process","BP",1,1,0.412472998827377,1,"0000",0,3.41247299882738
"GO:0015939","pantothenate metabolic process","BP",0.207280080889788,1,0.233475282355119,1,"0000",0,2.44075536324491
"GO:0015942","formate metabolic process","BP",1,1,1,1,"0000",0,4
"GO:0015956","bis(5'-nucleosidyl) oligophosphate metabolic process","BP",1,1,1,1,"0000",0,4
"GO:0015958","bis(5'-nucleosidyl) oligophosphate catabolic process","BP",1,1,1,1,"0000",0,4
"GO:0015959","diadenosine polyphosphate metabolic process","BP",1,1,1,1,"0000",0,4
"GO:0015961","diadenosine polyphosphate catabolic process","BP",1,1,1,1,"0000",0,4
"GO:0015980","energy derivation by oxidation of organic compounds","BP",0.452447712648012,0.526840615961285,0.817527517399041,0.730276007587017,"0000",0,2.52709185359536
"GO:0015985","energy coupled proton transport, down electrochemical gradient","BP",1,1,1,1,"0000",0,4
"GO:0015986","ATP synthesis coupled proton transport","BP",1,1,1,1,"0000",0,4
"GO:0015988","energy coupled proton transport, against electrochemical gradient","BP",1,1,0.654889931466869,1,"0000",0,3.65488993146687
"GO:0015991","ATP hydrolysis coupled proton transport","BP",1,1,0.654889931466869,1,"0000",0,3.65488993146687
"GO:0015992","proton transport","BP",0.81589662596771,1,0.88100661986614,1,"0000",0,3.69690324583385
"GO:0015993","molecular hydrogen transport","BP",1,1,1,1,"0000",0,4
"GO:0016004","phospholipase activator activity","MF",1,0.119455058979897,1,1,"0000",0,3.11945505897990
"GO:0016005","phospholipase A2 activator activity","MF",1,1,1,1,"0000",0,4
"GO:0016018","cyclosporin A binding","MF",0.297794209118691,1,1,1,"0000",0,3.29779420911869
"GO:0016019","peptidoglycan receptor activity","MF",1,0.0393594858165381,0.243442622950820,0.133401639344262,"0100",1,1.41620374811162
"GO:0016024","CDP-diacylglycerol biosynthetic process","BP",1,1,1,1,"0000",0,4
"GO:0016032","viral reproduction","BP",0.124949660904595,0.455377968068929,0.332352376217450,0.130984880051530,"0000",0,1.04366488524250
"GO:0016034","maleylacetoacetate isomerase activity","MF",1,1,1,1,"0000",0,4
"GO:0016042","lipid catabolic process","BP",0.95630368188666,0.202352180516032,0.258968822921416,0.0527439956825189,"0000",0,1.47036868100663
"GO:0016043","cellular component organization","BP",0.785374547261612,0.993724258263702,0.800456502903331,0.942094801551817,"0000",0,3.52165010998046
"GO:0016044","membrane organization","BP",0.820916819787655,0.643125917241244,0.81761071668631,0.942030609739452,"0000",0,3.22368406345466
"GO:0016045","detection of bacterium","BP",0.60521175662764,0.398050009644503,0.0127036961375296,0.046999445675183,"0011",2,1.06296490808486
"GO:0016046","detection of fungus","BP",0.207280080889788,0.119143916413886,1,1,"0000",0,2.32642399730367
"GO:0016048","detection of temperature stimulus","BP",1,1,0.797330071229538,0.569794295104183,"0000",0,3.36712436633372
"GO:0016049","cell growth","BP",0.315574783240172,0.89337535506586,0.44083188653248,0.213313409309481,"0000",0,1.86309543414799
"GO:0016050","vesicle organization","BP",0.841764820354416,0.930670168372452,0.82788291060336,0.426292977601904,"0000",0,3.02661087693213
"GO:0016051","carbohydrate biosynthetic process","BP",0.998669547084842,0.970349298610616,0.874058263894424,0.738941751549628,"0000",0,3.58201886113951
"GO:0016052","carbohydrate catabolic process","BP",0.305095843131068,0.898871282180658,0.125204332764166,0.201021734799655,"0000",0,1.53019319287555
"GO:0016053","organic acid biosynthetic process","BP",0.823286795113821,0.752220226448156,0.0353213894518293,0.198226983546911,"0010",1,1.80905539456072
"GO:0016054","organic acid catabolic process","BP",0.99402686681621,1,0.758838982636778,0.8947642449539,"0000",0,3.64763009440689
