"","GO","Pvalue","OddsRatio","ExpCount","Count","Size","Term","ontology"
"501","GO:0016455",0.098229857938149,2.36008755928493,8.95838999184117,12,16,"RNA polymerase II transcription mediator activity","MF"
"502","GO:0016493",0.098229857938149,2.36008755928493,8.95838999184117,12,16,"C-C chemokine receptor activity","MF"
"503","GO:0003956",0.0982427790790964,Inf,2.23959749796029,4,4,"NAD(P)+-protein-arginine ADP-ribosyltransferase activity","MF"
"504","GO:0003988",0.0982427790790964,Inf,2.23959749796029,4,4,"acetyl-CoA C-acyltransferase activity","MF"
"505","GO:0004169",0.0982427790790964,Inf,2.23959749796029,4,4,"dolichyl-phosphate-mannose-protein mannosyltransferase activity","MF"
"506","GO:0004301",0.0982427790790964,Inf,2.23959749796029,4,4,"epoxide hydrolase activity","MF"
"507","GO:0004311",0.0982427790790964,Inf,2.23959749796029,4,4,"farnesyltranstransferase activity","MF"
"508","GO:0004427",0.0982427790790964,Inf,2.23959749796029,4,4,"inorganic diphosphatase activity","MF"
"509","GO:0004689",0.0982427790790964,Inf,2.23959749796029,4,4,"phosphorylase kinase activity","MF"
"510","GO:0004844",0.0982427790790964,Inf,2.23959749796029,4,4,"uracil DNA N-glycosylase activity","MF"
"511","GO:0005536",0.0982427790790964,Inf,2.23959749796029,4,4,"glucose binding","MF"
"512","GO:0008568",0.0982427790790964,Inf,2.23959749796029,4,4,"microtubule-severing ATPase activity","MF"
"513","GO:0015087",0.0982427790790964,Inf,2.23959749796029,4,4,"cobalt ion transmembrane transporter activity","MF"
"514","GO:0015180",0.0982427790790964,Inf,2.23959749796029,4,4,"L-alanine transmembrane transporter activity","MF"
"515","GO:0016423",0.0982427790790964,Inf,2.23959749796029,4,4,"tRNA (guanine) methyltransferase activity","MF"
"516","GO:0016453",0.0982427790790964,Inf,2.23959749796029,4,4,"C-acetyltransferase activity","MF"
"517","GO:0019136",0.0982427790790964,Inf,2.23959749796029,4,4,"deoxynucleoside kinase activity","MF"
"518","GO:0019237",0.0982427790790964,Inf,2.23959749796029,4,4,"centromeric DNA binding","MF"
"519","GO:0030492",0.0982427790790964,Inf,2.23959749796029,4,4,"hemoglobin binding","MF"
"520","GO:0032138",0.0982427790790964,Inf,2.23959749796029,4,4,"single base insertion or deletion binding","MF"
"521","GO:0034235",0.0982427790790964,Inf,2.23959749796029,4,4,"GPI anchor binding","MF"
"522","GO:0070061",0.0982427790790964,Inf,2.23959749796029,4,4,"fructose binding","MF"
"523","GO:0015291",0.0990371817229649,1.21042173346022,119.258566766386,129,213,"secondary active transmembrane transporter activity","MF"
"524","GO:0015294",0.0998655820948296,1.32638535513916,57.1097361979875,64,102,"solute:cation symporter activity","MF"
"525","GO:0005739",1.03071965308484e-34,2.36895770392749,556.424094528641,738,998,"mitochondrion","CC"
"526","GO:0005622",9.51865561464148e-33,1.50583071369633,5886.49858720781,6231,10558,"intracellular","CC"
"527","GO:0043226",1.88444887018873e-18,1.35392168763681,3495.70806343534,3746,6349,"organelle","CC"
"528","GO:0031974",2.14971205319373e-17,1.61117509727626,820.697662471102,972,1472,"membrane-enclosed lumen","CC"
"529","GO:0005829",2.17548258820358e-15,1.74979344954559,510.705882352941,624,916,"cytosol","CC"
"530","GO:0005759",2.82359025847319e-13,3.39262732838348,104.817364500385,152,188,"mitochondrial matrix","CC"
"531","GO:0070013",3.04747148271498e-13,3.1729255387792,111.772936099123,161,203,"intracellular organelle lumen","CC"
"532","GO:0005737",4.34008242814666e-12,1.35415581570911,1418.80346008606,1574,2713,"cytoplasm","CC"
"533","GO:0031967",3.81135640342547e-11,1.79903043826274,316.124711019779,391,567,"organelle envelope","CC"
"534","GO:0044446",1.75329395185681e-10,1.37660662483978,997.085253971806,1122,1851,"intracellular organelle part","CC"
"535","GO:0005681",5.70724925120584e-10,3.84728121353559,64.6259080681453,96,116,"spliceosome","CC"
"536","GO:0032991",3.25624187813016e-09,1.35353095129935,952.98919671262,1066,1733,"macromolecular complex","CC"
"537","GO:0005654",1.01593410633051e-08,1.57381321922594,387.489725147701,459,695,"nucleoplasm","CC"
"538","GO:0005747",3.05473991305019e-07,13.5402405180389,20.0714102234780,34,36,"mitochondrial respiratory chain complex I","CC"
"539","GO:0030964",3.05473991305019e-07,13.5402405180389,20.0714102234780,34,36,"NADH dehydrogenase complex","CC"
"540","GO:0022627",5.193583137313e-07,13.1404786680541,19.5138710506036,33,35,"cytosolic small ribosomal subunit","CC"
"541","GO:0005783",6.17347589400645e-07,1.41443542828378,493.422167993835,563,885,"endoplasmic reticulum","CC"
"542","GO:0000793",4.23961971629991e-06,3.29889327451436,42.9173840421431,62,77,"condensed chromosome","CC"
"543","GO:0000775",5.00918959486401e-06,3.01380182132446,47.9483688671975,68,86,"chromosome, centromeric region","CC"
"544","GO:0043228",6.43124336702868e-06,1.23007538798448,1193.69136912407,1287,2141,"non-membrane-bounded organelle","CC"
"545","GO:0000777",1.96209748615368e-05,6.37150127226463,20.0673175745118,32,36,"condensed chromosome kinetochore","CC"
"546","GO:0022625",6.75538420000965e-05,5.09410404624277,20.6289493963524,32,37,"cytosolic large ribosomal subunit","CC"
"547","GO:0000502",8.94849279131559e-05,6.90885235779887,16.1548254356073,26,29,"proteasome complex","CC"
"548","GO:0033279",0.000134886383286804,3.20167675826735,30.5961203840949,44,55,"ribosomal subunit","CC"
"549","GO:0005840",0.000137044666621634,2.64874265050929,40.5371820594136,56,73,"ribosome","CC"
"550","GO:0030532",0.000156343325762765,8.74919168591224,13.3809401489854,22,24,"small nuclear ribonucleoprotein complex","CC"
"551","GO:0005777",0.000216247748367904,2.20766550522648,54.6388389416902,72,98,"peroxisome","CC"
"552","GO:0005839",0.000241284540439776,14.3123268698061,10.5932442846134,18,19,"proteasome core complex","CC"
"553","GO:0012505",0.000342589816395051,1.30928130548274,393.868034414295,438,709,"endomembrane system","CC"
"554","GO:0005789",0.000543922177178413,1.35073228716223,293.145977897713,330,526,"endoplasmic reticulum membrane","CC"
"555","GO:0005813",0.000733310475495538,1.66711046021391,99.7410645410131,121,179,"centrosome","CC"
"556","GO:0005743",0.000967153450330828,1.66221236111811,95.6542508553354,116,172,"mitochondrial inner membrane","CC"
"557","GO:0016607",0.000999030718727155,2.09110685694396,48.5059080400719,63,87,"nuclear speck","CC"
"558","GO:0044444",0.00108938833812180,1.27895815351735,361.650819943681,401,687,"cytoplasmic part","CC"
"559","GO:0005763",0.00118873866841275,11.9228106611284,8.92062676599024,15,16,"mitochondrial small ribosomal subunit","CC"
"560","GO:0000228",0.00121815030564845,1.95071660546454,55.753917287439,71,100,"nuclear chromosome","CC"
"561","GO:0005657",0.00153513869010509,5.30422057917437,12.8194783502505,20,23,"replication fork","CC"
"562","GO:0005874",0.00190942859519227,1.53149060069567,117.016201620162,138,210,"microtubule","CC"
"563","GO:0044455",0.00220213594945862,3.46606124112237,17.7961396940159,26,32,"mitochondrial membrane part","CC"
"564","GO:0005794",0.00250962295697137,1.23210273192594,451.049190855381,490,809,"Golgi apparatus","CC"
"565","GO:0019867",0.00280238677006266,1.87728810187027,52.4086822501927,66,94,"outer membrane","CC"
"566","GO:0000930",0.00289572499947529,Inf,5.5753917287439,10,10,"gamma-tubulin complex","CC"
"567","GO:0031092",0.00289572499947529,Inf,5.5753917287439,10,10,"platelet alpha granule membrane","CC"
"568","GO:0016363",0.00336088867363396,2.45311355311355,27.3194194708451,37,49,"nuclear matrix","CC"
"569","GO:0015630",0.00396630901615594,1.56509994245573,89.9587453342938,107,162,"microtubule cytoskeleton","CC"
"570","GO:0005643",0.00416501093090472,2.05258280648918,37.9126637554585,49,68,"nuclear pore","CC"
"571","GO:0005819",0.00495225523045,2.14263527635857,32.8663834717127,43,59,"spindle","CC"
"572","GO:0017119",0.00519614529768637,Inf,5.01785255586951,9,9,"Golgi transport complex","CC"
"573","GO:0000139",0.00560602823366774,1.33647103207480,190.591572853007,214,342,"Golgi membrane","CC"
"574","GO:0005741",0.00570975159855284,1.91744540081543,41.8154379655792,53,75,"mitochondrial outer membrane","CC"
"575","GO:0015935",0.00579892692619673,4.51981000926784,11.1334234408187,17,20,"small ribosomal subunit","CC"
"576","GO:0044437",0.00580526302971045,1.84679962894249,46.2757513485744,58,83,"vacuolar part","CC"
"577","GO:0000786",0.00764871479985584,2.15911945527864,28.9920369894683,38,52,"nucleosome","CC"
"578","GO:0008250",0.00932358835752717,Inf,4.46031338299512,8,8,"oligosaccharyltransferase complex","CC"
"579","GO:0000178",0.00947298777522701,8.73936108868643,6.69047007449268,11,12,"exosome (RNase complex)","CC"
"580","GO:0000313",0.0095142502743502,2.38557558945908,22.3015669149756,30,40,"organellar ribosome","CC"
"581","GO:0005758",0.0105675481010571,2.91470361816782,15.6110968404829,22,28,"mitochondrial intermembrane space","CC"
"582","GO:0005768",0.0121158596813702,1.44232115755092,96.9223326022449,112,174,"endosome","CC"
"583","GO:0005732",0.0123251908959592,5.16460952820395,8.36308759311585,13,15,"small nucleolar ribonucleoprotein complex","CC"
"584","GO:0033116",0.0123251908959592,5.16460952820395,8.36308759311585,13,15,"ER-Golgi intermediate compartment membrane","CC"
"585","GO:0031902",0.0123372525790051,2.24092853164637,23.4166452607244,31,42,"late endosome membrane","CC"
"586","GO:0044464",0.0134894771614582,1.16592627694541,1904.10593643814,1937,3901,"cell part","CC"
"587","GO:0005876",0.0140344127131866,3.97311641859928,10.0357051117390,15,18,"spindle microtubule","CC"
"588","GO:0000922",0.0152404348493111,3.02008542075493,13.3809401489854,19,24,"spindle pole","CC"
"589","GO:0016605",0.0152404348493111,3.02008542075493,13.3809401489854,19,24,"PML body","CC"
"590","GO:0005765",0.0154955513488141,1.84206870498775,35.1249678910866,44,63,"lysosomal membrane","CC"
"591","GO:0005689",0.0157164069467730,7.94395756457565,6.13293090161829,10,11,"U12-dependent spliceosome","CC"
"592","GO:0032039",0.0157164069467730,7.94395756457565,6.13293090161829,10,11,"integrator complex","CC"
"593","GO:0005786",0.0167287207821222,Inf,3.90277421012073,7,7,"signal recognition particle, endoplasmic reticulum targeting","CC"
"594","GO:0000323",0.0172745682499147,1.4132283654208,95.896737734395,110,172,"lytic vacuole","CC"
"595","GO:0043231",0.0192290905700741,1.23380719371072,227.533711852378,249,435,"intracellular membrane-bounded organelle","CC"
"596","GO:0005788",0.0193813958284213,1.73554867647988,39.0277421012073,48,70,"endoplasmic reticulum lumen","CC"
"597","GO:0030117",0.0206543873250727,2.50119047619048,16.1594081698295,22,29,"membrane coat","CC"
"598","GO:0005669",0.0220723041691195,3.17839833833372,11.1507834574878,16,20,"transcription factor TFIID complex","CC"
"599","GO:0005730",0.0225081690594155,1.20753121477834,281.557282301567,304,505,"nucleolus","CC"
"600","GO:0031966",0.0250737734638142,2.31664491636019,17.1788617886179,23,31,"mitochondrial membrane","CC"
"601","GO:0005684",0.0258999279815861,7.14873746108613,5.5753917287439,9,10,"U2-dependent spliceosome","CC"
"602","GO:0005779",0.0258999279815861,7.14873746108613,5.5753917287439,9,10,"integral to peroxisomal membrane","CC"
"603","GO:0008180",0.0258999279815861,7.14873746108613,5.5753917287439,9,10,"signalosome","CC"
"604","GO:0016272",0.0258999279815861,7.14873746108613,5.5753917287439,9,10,"prefoldin complex","CC"
"605","GO:0031300",0.0267427493586965,1.46220761281219,68.0197790906756,79,122,"intrinsic to organelle membrane","CC"
"606","GO:0000796",0.0300137468527564,Inf,3.34523503724634,6,6,"condensin complex","CC"
"607","GO:0005655",0.0300137468527564,Inf,3.34523503724634,6,6,"nucleolar ribonuclease P complex","CC"
"608","GO:0005663",0.0300137468527564,Inf,3.34523503724634,6,6,"DNA replication factor C complex","CC"
"609","GO:0008278",0.0300137468527564,Inf,3.34523503724634,6,6,"cohesin complex","CC"
"610","GO:0030677",0.0300137468527564,Inf,3.34523503724634,6,6,"ribonuclease P complex","CC"
"611","GO:0005892",0.0303507246861449,4.36904624610772,7.24800924736707,11,13,"nicotinic acetylcholine-gated receptor-channel complex","CC"
"612","GO:0030530",0.0321163397001802,3.44257315338178,8.92062676599024,13,16,"heterogeneous nuclear ribonucleoprotein complex","CC"
"613","GO:0044438",0.0331482841692574,1.8956190035834,24.5317236064732,31,44,"microbody part","CC"
"614","GO:0005769",0.0345388071755047,1.62507993252939,39.0277421012073,47,70,"early endosome","CC"
"615","GO:0031090",0.036455585632678,1.39200909053850,75.1539546031298,86,137,"organelle membrane","CC"
"616","GO:0016591",0.0365321210107595,2.19304201485608,16.7003931172263,22,30,"DNA-directed RNA polymerase II, holoenzyme","CC"
"617","GO:0030120",0.0399445869547466,2.27034337170564,15.0535576676085,20,27,"vesicle coat","CC"
"618","GO:0030131",0.0399445869547466,2.27034337170564,15.0535576676085,20,27,"clathrin adaptor complex","CC"
"619","GO:0010008",0.0401927354466368,1.49436910720521,51.2486799742434,60,92,"endosome membrane","CC"
"620","GO:0005814",0.0423431328362535,6.3537007147798,5.01785255586951,8,9,"centriole","CC"
"621","GO:0000119",0.0425512786516780,2.38365650969529,13.3809401489854,18,24,"mediator complex","CC"
"622","GO:0030880",0.0425512786516780,2.38365650969529,13.3809401489854,18,24,"RNA polymerase complex","CC"
"623","GO:0005637",0.0449518135088054,2.54234941149319,11.7083226303622,16,21,"nuclear inner membrane","CC"
"624","GO:0032993",0.0465444933537369,3.9807736854297,6.68350515463918,10,12,"protein-DNA complex","CC"
"625","GO:0005753",0.0468750949016551,2.78045685279188,10.0357051117390,14,18,"mitochondrial proton-transporting ATP synthase complex","CC"
"626","GO:0000795",0.0469335028045032,3.97140221402214,6.69047007449268,10,12,"synaptonemal complex","CC"
"627","GO:0043601",0.0469335028045032,3.97140221402214,6.69047007449268,10,12,"nuclear replisome","CC"
"628","GO:0005778",0.047016923399591,1.85447962406594,22.3015669149756,28,40,"peroxisomal membrane","CC"
"629","GO:0009897",0.0483525015405833,1.52919369786840,42.3729771384536,50,76,"external side of plasma membrane","CC"
"630","GO:0030286",0.050370434781452,2.08581572566678,16.1686360133573,21,29,"dynein complex","CC"
"631","GO:0005875",0.052851677028645,1.5038714672861,43.463810075275,51,78,"microtubule associated complex","CC"
"632","GO:0000145",0.0538462599120501,Inf,2.78769586437195,5,5,"exocyst","CC"
"633","GO:0042825",0.0538462599120501,Inf,2.78769586437195,5,5,"TAP complex","CC"
"634","GO:0045239",0.0538462599120501,Inf,2.78769586437195,5,5,"tricarboxylic acid cycle enzyme complex","CC"
"635","GO:0031981",0.0539517282155385,1.98983552539722,17.0996059998618,22,31,"nuclear lumen","CC"
"636","GO:0012506",0.0540917862559005,1.35911821705426,72.4800924736707,82,130,"vesicle membrane","CC"
"637","GO:0030141",0.0562647821652951,1.38256199215660,64.1170048805548,73,115,"secretory granule","CC"
"638","GO:0005929",0.0583472273105136,1.42680322331925,52.966221423067,61,95,"cilium","CC"
"639","GO:0048471",0.0583472273105136,1.42680322331925,52.966221423067,61,95,"perinuclear region of cytoplasm","CC"
"640","GO:0000242",0.0685646477542877,5.55884726224784,4.46031338299512,7,8,"pericentriolar material","CC"
"641","GO:0005838",0.0685646477542877,5.55884726224784,4.46031338299512,7,8,"proteasome regulatory particle","CC"
"642","GO:0030684",0.0685646477542877,5.55884726224784,4.46031338299512,7,8,"preribosome","CC"
"643","GO:0005694",0.0721132897166365,1.24273074800408,116.106594047851,127,209,"chromosome","CC"
"644","GO:0030529",0.0779426989761742,1.51486775656937,33.0686300289245,39,60,"ribonucleoprotein complex","CC"
"645","GO:0055029",0.080405416255451,2.11831679359951,12.2658618032366,16,22,"nuclear DNA-directed RNA polymerase complex","CC"
"646","GO:0005793",0.0804071625809304,1.85603607770583,16.7172333997557,21,30,"ER-Golgi intermediate compartment","CC"
"647","GO:0000784",0.0875845346045883,2.22404245500692,10.5932442846134,14,19,"nuclear chromosome, telomeric region","CC"
"648","GO:0033178",0.0875845346045883,2.22404245500692,10.5932442846134,14,19,"proton-transporting two-sector ATPase complex, catalytic domain","CC"
"649","GO:0005746",0.087661146135858,1.89361455556843,15.0293511843460,19,27,"mitochondrial respiratory chain","CC"
"650","GO:0005802",0.0891562330575347,1.88673092462196,15.0535576676085,19,27,"trans-Golgi network","CC"
"651","GO:0030660",0.0891562330575347,1.88673092462196,15.0535576676085,19,27,"Golgi-associated vesicle membrane","CC"
"652","GO:0005634",0.0892645887633081,1.04855953050469,2725.80901618289,2765,4889,"nucleus","CC"
"653","GO:0000109",0.0965981302501494,Inf,2.23015669149756,4,4,"nucleotide-excision repair complex","CC"
"654","GO:0000444",0.0965981302501494,Inf,2.23015669149756,4,4,"MIS12/MIND type complex","CC"
"655","GO:0001939",0.0965981302501494,Inf,2.23015669149756,4,4,"female pronucleus","CC"
"656","GO:0002080",0.0965981302501494,Inf,2.23015669149756,4,4,"acrosomal membrane","CC"
"657","GO:0005664",0.0965981302501494,Inf,2.23015669149756,4,4,"nuclear origin of replication recognition complex","CC"
"658","GO:0005850",0.0965981302501494,Inf,2.23015669149756,4,4,"eukaryotic translation initiation factor 2 complex","CC"
"659","GO:0005947",0.0965981302501494,Inf,2.23015669149756,4,4,"mitochondrial alpha-ketoglutarate dehydrogenase complex","CC"
"660","GO:0008274",0.0965981302501494,Inf,2.23015669149756,4,4,"gamma-tubulin ring complex","CC"
"661","GO:0030870",0.0965981302501494,Inf,2.23015669149756,4,4,"Mre11 complex","CC"
"662","GO:0043195",0.0965981302501494,Inf,2.23015669149756,4,4,"terminal button","CC"
