Ensembl Gene ID	Ensembl Protein Family ID(s)
ENSG00000062582	ENSFM00500000272811
ENSG00000152291	ENSFM00500000276364
ENSG00000103995	ENSFM00250000006440
ENSG00000145113	ENSFM00560000771184
ENSG00000248383	ENSFM00250000000071
ENSG00000215356	ENSFM00570000851409
ENSG00000175895	ENSFM00260000050688
ENSG00000196542	ENSFM00500000290405
ENSG00000197093	ENSFM00600000921201
ENSG00000128039	ENSFM00250000008315
ENSG00000147257	ENSFM00500000270283
ENSG00000173295	ENSFM00250000020151
ENSG00000182319	ENSFM00630001050669
ENSG00000205846	ENSFM00500000271808
ENSG00000165424	ENSFM00250000005598
ENSG00000108669	ENSFM00250000001040
ENSG00000134851	ENSFM00500000271648
ENSG00000182447	ENSFM00500000272048
ENSG00000184661	ENSFM00260000051327
ENSG00000253958	ENSFM00500000279647
ENSG00000147324	ENSFM00540000717989
ENSG00000090402	ENSFM00480000262743
ENSG00000163430	ENSFM00250000004661
ENSG00000077097	ENSFM00250000001067
ENSG00000102595	ENSFM00250000001415
ENSG00000230995	ENSFM00250000004919
ENSG00000196876	ENSFM00570000850985
ENSG00000182742	ENSFM00500000269866
ENSG00000104626	ENSFM00260000050921
ENSG00000254852	ENSFM00570000851385
ENSG00000117425	ENSFM00250000001574
ENSG00000125971	ENSFM00560000772863
ENSG00000139112	ENSFM00500000270406
ENSG00000000460	ENSFM00250000006731
ENSG00000150281	ENSFM00250000011766
ENSG00000173991	ENSFM00250000009393
ENSG00000170290	ENSFM00500000292703
ENSG00000132464	ENSFM00250000008876
ENSG00000124783	ENSFM00250000002354
ENSG00000141744	ENSFM00500000273479
ENSG00000214306	ENSFM00500000363973
ENSG00000214305	ENSFM00500000358219
ENSG00000152611	ENSFM00250000002018
ENSG00000110660	ENSFM00250000002791
ENSG00000099364	ENSFM00600000921176
ENSG00000166959	ENSFM00500000275265
ENSG00000102290	ENSFM00250000000558
ENSG00000184939	ENSFM00250000000002
ENSG00000188242	ENSFM00250000033748
ENSG00000101460	ENSFM00500000270555
ENSG00000253626	ENSFM00250000002695
ENSG00000005889	ENSFM00570000851066
ENSG00000170925	ENSFM00260000051441
ENSG00000185303	ENSFM00500000271626
ENSG00000101842	ENSFM00500000273296
ENSG00000183426	ENSFM00570000851385
ENSG00000167195	ENSFM00600000921309
ENSG00000188763	ENSFM00250000000221
ENSG00000168386	ENSFM00500000270371
ENSG00000101464	ENSFM00250000004338
ENSG00000155465	ENSFM00250000000331
ENSG00000204152	ENSFM00250000005363
ENSG00000156172	ENSFM00250000009480
ENSG00000112761	ENSFM00560000771128
ENSG00000104974	ENSFM00570000851047
ENSG00000009954	ENSFM00250000005696
ENSG00000243232	ENSFM00250000000071
ENSG00000127412	ENSFM00500000270358
ENSG00000156466	ENSFM00500000270369
ENSG00000083290	ENSFM00500000270254
ENSG00000110717	ENSFM00250000005068
ENSG00000062038	ENSFM00260000050326
ENSG00000257148	ENSFM00640001120190
ENSG00000042445	ENSFM00250000003890
ENSG00000226651	ENSFM00250000000982
ENSG00000226209	ENSFM00620001016805
ENSG00000086475	ENSFM00250000001922
ENSG00000140478	ENSFM00600000921309
ENSG00000164181	ENSFM00500000269750
ENSG00000130055	ENSFM00250000001697
ENSG00000198736	ENSFM00500000276234
ENSG00000214670	ENSFM00250000020689
ENSG00000099795	ENSFM00500000274350
ENSG00000119616	ENSFM00250000006038
ENSG00000166971	ENSFM00250000005013
ENSG00000120075	ENSFM00500000270089
ENSG00000132465	ENSFM00250000009021
ENSG00000187912	ENSFM00250000020704
ENSG00000108511	ENSFM00570000851179
ENSG00000228520	ENSFM00250000003850
ENSG00000198732	ENSFM00250000002549
ENSG00000076826	ENSFM00600000921199
ENSG00000135502	ENSFM00250000000278
ENSG00000149798	ENSFM00500000274036
ENSG00000146192	ENSFM00500000269831
ENSG00000165131	ENSFM00500000309520
ENSG00000078804	ENSFM00500000273858
ENSG00000173281	ENSFM00500000270614
ENSG00000120087	ENSFM00500000270471
ENSG00000166130	ENSFM00250000009020
ENSG00000174343	ENSFM00540000717940
ENSG00000184672	ENSFM00550000743184
ENSG00000140557	ENSFM00600000921256
ENSG00000133884	ENSFM00250000001095
ENSG00000126215	ENSFM00250000006031
ENSG00000096746	ENSFM00570000851420
ENSG00000171462	ENSFM00560000771217
ENSG00000253426	ENSFM00600000943439
ENSG00000166199	ENSFM00250000007358
ENSG00000120068	ENSFM00500000270237
ENSG00000117616	ENSFM00600000922126
ENSG00000253252	ENSFM00600000945343
ENSG00000198646	ENSFM00250000006168
ENSG00000173273	ENSFM00430000230153
ENSG00000140986	ENSFM00250000001522
ENSG00000206422	ENSFM00440000237028
ENSG00000189253	ENSFM00260000050491
ENSG00000169418	ENSFM00250000000198
ENSG00000170689	ENSFM00600000921180
ENSG00000173482	ENSFM00310000088999
ENSG00000131355	ENSFM00470000251442
ENSG00000214782	ENSFM00500000296682
ENSG00000116690	ENSFM00260000050944
ENSG00000163629	ENSFM00560000771002
ENSG00000224383	ENSFM00520000520697
ENSG00000204449	ENSFM00260000050491
ENSG00000070371	ENSFM00250000001393
ENSG00000166961	ENSFM00480000262863
ENSG00000233890	ENSFM00250000006933
ENSG00000258744	ENSFM00640001119979
ENSG00000092009	ENSFM00500000269665
ENSG00000205981	ENSFM00500000273595
ENSG00000115884	ENSFM00250000008660
ENSG00000221829	ENSFM00250000007950
ENSG00000197756	ENSFM00500000274617
ENSG00000077616	ENSFM00250000000799
ENSG00000147081	ENSFM00250000004096
ENSG00000164694	ENSFM00600000921660
ENSG00000156802	ENSFM00250000002450
ENSG00000147509	ENSFM00480000262761
ENSG00000076924	ENSFM00250000005715
ENSG00000235985	ENSFM00500000273793
ENSG00000198839	ENSFM00260000050849
ENSG00000066230	ENSFM00250000000323
ENSG00000156467	ENSFM00600000921887
ENSG00000103152	ENSFM00250000005943
ENSG00000161395	ENSFM00500000271435
ENSG00000106635	ENSFM00500000273201
ENSG00000108622	ENSFM00500000273017
ENSG00000159182	ENSFM00500000361702
ENSG00000197993	ENSFM00250000000269
ENSG00000181449	ENSFM00500000270077
ENSG00000218416	ENSFM00500000469936
ENSG00000159184	ENSFM00250000001319
ENSG00000235156	ENSFM00500000270036
ENSG00000081189	ENSFM00250000000700
ENSG00000058063	ENSFM00610000952885
ENSG00000047410	ENSFM00560000771074
ENSG00000108599	ENSFM00250000004720
ENSG00000144504	ENSFM00250000005889
ENSG00000036054	ENSFM00250000003171
ENSG00000070785	ENSFM00250000004992
ENSG00000100448	ENSFM00500000269665
ENSG00000221818	ENSFM00250000000890
ENSG00000248801	ENSFM00600000945429
ENSG00000145348	ENSFM00250000003121
ENSG00000134716	ENSFM00400000131705
ENSG00000165084	ENSFM00250000004260
ENSG00000224730	ENSFM00550000752042
ENSG00000100348	ENSFM00500000272779
ENSG00000186818	ENSFM00570000851198
ENSG00000237765	ENSFM00500000270351
ENSG00000213420	ENSFM00500000269807
ENSG00000188404	ENSFM00570000851362
ENSG00000171815	ENSFM00450000242139
ENSG00000257593	ENSFM00640001111248
ENSG00000155729	ENSFM00250000007671
ENSG00000181852	ENSFM00500000271345
ENSG00000257163	ENSFM00640001106891
ENSG00000130560	ENSFM00250000007542
ENSG00000163694	ENSFM00640001103058
ENSG00000228425	ENSFM00500000271174
ENSG00000229094	ENSFM00500000270560
ENSG00000145626	ENSFM00500000271547
ENSG00000003137	ENSFM00250000002048
ENSG00000120868	ENSFM00250000004726
ENSG00000187010	ENSFM00390000126321
ENSG00000131067	ENSFM00500000271424
ENSG00000019582	ENSFM00500000271735
ENSG00000166527	ENSFM00500000274387
ENSG00000188501	ENSFM00250000000527
ENSG00000114383	ENSFM00600000922076
ENSG00000141736	ENSFM00410000138465
ENSG00000007908	ENSFM00580000902176
ENSG00000067992	ENSFM00500000269765
ENSG00000144036	ENSFM00250000001326
ENSG00000229833	ENSFM00620001002912
ENSG00000106608	ENSFM00250000001084
ENSG00000068028	ENSFM00250000001616
ENSG00000174788	ENSFM00500000276118
ENSG00000103512	ENSFM00250000002391
ENSG00000069667	ENSFM00250000000937
ENSG00000112852	ENSFM00450000242139
ENSG00000178607	ENSFM00250000002162
ENSG00000147082	ENSFM00500000270870
ENSG00000140365	ENSFM00250000004036
ENSG00000113205	ENSFM00450000242139
ENSG00000100450	ENSFM00500000269665
ENSG00000164104	ENSFM00500000269645
ENSG00000134539	ENSFM00500000271105
ENSG00000187134	ENSFM00510000502733
ENSG00000076944	ENSFM00250000001101
ENSG00000172689	ENSFM00250000009612
ENSG00000102230	ENSFM00250000002167
ENSG00000139287	ENSFM00250000000576
ENSG00000103148	ENSFM00250000002640
ENSG00000055917	ENSFM00250000001952
ENSG00000074935	ENSFM00480000262804
ENSG00000170703	ENSFM00500000269968
ENSG00000197912	ENSFM00620000999395
ENSG00000114745	ENSFM00250000002089
ENSG00000100350	ENSFM00250000006426
ENSG00000185352	ENSFM00250000001521
ENSG00000143624	ENSFM00250000004433
ENSG00000196409	ENSFM00250000000002
ENSG00000165621	ENSFM00500000273130
ENSG00000255284	ENSFM00610000970320
ENSG00000179331	ENSFM00500000270441
ENSG00000167720	ENSFM00500000271489
ENSG00000166266	ENSFM00620000999439
ENSG00000157343	ENSFM00250000009517
ENSG00000005339	ENSFM00250000000805
ENSG00000110172	ENSFM00250000001982
ENSG00000065518	ENSFM00500000272985
ENSG00000081818	ENSFM00450000242139
ENSG00000203952	ENSFM00360000115377
ENSG00000185049	ENSFM00250000005084
ENSG00000101868	ENSFM00250000003531
ENSG00000139793	ENSFM00250000000919
ENSG00000083223	ENSFM00570000851619
ENSG00000231757	ENSFM00500000289035
ENSG00000197385	ENSFM00250000000002
ENSG00000160961	ENSFM00250000000002
ENSG00000156531	ENSFM00250000006708
ENSG00000113209	ENSFM00450000242139
ENSG00000136478	ENSFM00250000002486
ENSG00000122852	ENSFM00500000271626
ENSG00000163535	ENSFM00250000005926
ENSG00000197927	ENSFM00250000010867
ENSG00000152642	ENSFM00250000000619
ENSG00000119760	ENSFM00250000007896
ENSG00000110104	ENSFM00500000274154
ENSG00000184524	ENSFM00600000922041
ENSG00000134940	ENSFM00500000272217
ENSG00000055483	ENSFM00250000001495
ENSG00000089159	ENSFM00260000050458
ENSG00000185634	ENSFM00250000001102
ENSG00000166523	ENSFM00500000273984
ENSG00000032389	ENSFM00250000006831
ENSG00000131069	ENSFM00250000000648
ENSG00000113211	ENSFM00450000242139
ENSG00000113924	ENSFM00250000003677
ENSG00000255622	ENSFM00570000852032
ENSG00000066923	ENSFM00250000000734
ENSG00000113212	ENSFM00450000242139
ENSG00000223639	ENSFM00250000000982
ENSG00000138771	ENSFM00570000851466
ENSG00000142687	ENSFM00250000002086
ENSG00000162598	ENSFM00250000010120
ENSG00000177542	ENSFM00500000270170
ENSG00000120322	ENSFM00450000242139
ENSG00000100453	ENSFM00500000269665
ENSG00000225212	ENSFM00620001019727
ENSG00000196963	ENSFM00450000242139
ENSG00000120324	ENSFM00450000242139
ENSG00000140990	ENSFM00250000006353
ENSG00000170293	ENSFM00500000273769
ENSG00000157181	ENSFM00250000007657
ENSG00000039068	ENSFM00260000050326
ENSG00000128487	ENSFM00250000001872
ENSG00000204420	ENSFM00250000006202
ENSG00000175806	ENSFM00500000271413
ENSG00000137221	ENSFM00260000051139
ENSG00000148411	ENSFM00250000003318
ENSG00000162188	ENSFM00500000277869
ENSG00000253350	ENSFM00600000941996
ENSG00000082458	ENSFM00250000000275
ENSG00000100084	ENSFM00500000270917
ENSG00000102181	ENSFM00500000272479
ENSG00000104918	ENSFM00500000307801
ENSG00000127507	ENSFM00470000251442
ENSG00000135454	ENSFM00250000004460
ENSG00000183134	ENSFM00500000274076
ENSG00000221914	ENSFM00250000000829
ENSG00000132467	ENSFM00250000006037
ENSG00000183019	ENSFM00500000289264
ENSG00000186310	ENSFM00500000274641
ENSG00000006652	ENSFM00250000002352
ENSG00000197479	ENSFM00450000242139
ENSG00000018189	ENSFM00250000001058
ENSG00000181029	ENSFM00500000273083
ENSG00000256525	ENSFM00250000007196
ENSG00000140988	ENSFM00250000000709
ENSG00000186825	ENSFM00250000010867
ENSG00000072657	ENSFM00250000000130
ENSG00000104921	ENSFM00500000273779
ENSG00000153551	ENSFM00500000273748
ENSG00000101843	ENSFM00440000236944
ENSG00000167721	ENSFM00250000003693
ENSG00000116703	ENSFM00500000270335
ENSG00000089234	ENSFM00250000004193
ENSG00000234214	ENSFM00500000270273
ENSG00000108654	ENSFM00420000140507
ENSG00000184647	ENSFM00500000272864
ENSG00000197006	ENSFM00250000004378
ENSG00000225748	ENSFM00500000271704
ENSG00000183638	ENSFM00400000132100
ENSG00000073756	ENSFM00250000001175
ENSG00000152939	ENSFM00250000004250
ENSG00000171060	ENSFM00250000009514
ENSG00000163046	ENSFM00570000851034
ENSG00000120328	ENSFM00450000242139
ENSG00000107187	ENSFM00600000921234
ENSG00000004848	ENSFM00500000273826
ENSG00000112877	ENSFM00250000007722
ENSG00000173825	ENSFM00250000011816
ENSG00000196748	ENSFM00500000291576
ENSG00000164484	ENSFM00500000273823
ENSG00000140398	ENSFM00250000005639
ENSG00000171056	ENSFM00600000921415
ENSG00000205302	ENSFM00250000002155
ENSG00000162241	ENSFM00500000270645
ENSG00000141258	ENSFM00250000001203
ENSG00000214753	ENSFM00250000001411
ENSG00000121871	ENSFM00250000001398
ENSG00000170185	ENSFM00250000004025
ENSG00000169946	ENSFM00570000851329
ENSG00000162599	ENSFM00250000000587
ENSG00000103494	ENSFM00580000902184
ENSG00000111732	ENSFM00500000270484
ENSG00000110169	ENSFM00290000065616
ENSG00000215306	ENSFM00470000257007
ENSG00000172590	ENSFM00600000921961
ENSG00000213809	ENSFM00500000271862
ENSG00000116711	ENSFM00560000771092
ENSG00000116096	ENSFM00250000004781
ENSG00000149506	ENSFM00500000269910
ENSG00000114200	ENSFM00500000269646
ENSG00000115459	ENSFM00250000007624
ENSG00000079819	ENSFM00250000000161
ENSG00000233788	ENSFM00500000270273
ENSG00000176774	ENSFM00360000109863
ENSG00000176746	ENSFM00360000109863
ENSG00000163914	ENSFM00600000921120
ENSG00000217236	ENSFM00500000270028
ENSG00000167633	ENSFM00570000851103
ENSG00000188408	ENSFM00360000109863
ENSG00000138433	ENSFM00600000921399
ENSG00000168671	ENSFM00500000271547
ENSG00000177689	ENSFM00360000109863
ENSG00000134852	ENSFM00250000001272
ENSG00000258724	ENSFM00600000921415
ENSG00000119596	ENSFM00250000004228
ENSG00000243789	ENSFM00500000273581
ENSG00000226372	ENSFM00250000004211
ENSG00000203778	ENSFM00500000301466
ENSG00000110719	ENSFM00250000000490
ENSG00000187372	ENSFM00450000242139
ENSG00000254093	ENSFM00250000004426
ENSG00000241058	ENSFM00250000006543
ENSG00000188199	ENSFM00250000002655
ENSG00000163798	ENSFM00250000004402
ENSG00000139579	ENSFM00250000004294
ENSG00000135638	ENSFM00500000270622
ENSG00000122515	ENSFM00250000001692
ENSG00000054523	ENSFM00540000717903
ENSG00000078967	ENSFM00500000269698
ENSG00000182566	ENSFM00500000273653
ENSG00000100678	ENSFM00640001103040
ENSG00000243708	ENSFM00540000717923
ENSG00000157657	ENSFM00250000004500
ENSG00000255302	ENSFM00500000283033
ENSG00000204169	ENSFM00250000000604
ENSG00000179083	ENSFM00600000922409
ENSG00000158352	ENSFM00640001103156
ENSG00000111271	ENSFM00250000002241
ENSG00000169306	ENSFM00500000270404
ENSG00000125249	ENSFM00600000921144
ENSG00000137834	ENSFM00260000050525
ENSG00000169427	ENSFM00410000138497
ENSG00000162670	ENSFM00250000001886
ENSG00000138593	ENSFM00570000851153
ENSG00000138356	ENSFM00250000000203
ENSG00000065150	ENSFM00250000002607
ENSG00000175938	ENSFM00250000002667
ENSG00000090659	ENSFM00500000270212
ENSG00000168952	ENSFM00500000272618
ENSG00000106638	ENSFM00250000006389
ENSG00000099399	ENSFM00360000109863
ENSG00000144306	ENSFM00250000002467
ENSG00000137941	ENSFM00500000269968
ENSG00000183643	ENSFM00500000292556
ENSG00000133739	ENSFM00250000003907
ENSG00000198798	ENSFM00360000109863
ENSG00000197822	ENSFM00250000002895
ENSG00000179468	ENSFM00250000000317
ENSG00000225781	ENSFM00250000000317
ENSG00000171044	ENSFM00500000269993
ENSG00000243449	ENSFM00630001052571
ENSG00000159763	ENSFM00500000275282
ENSG00000099381	ENSFM00260000050592
ENSG00000224997	ENSFM00550000752123
ENSG00000100353	ENSFM00250000003134
ENSG00000204140	ENSFM00500000292962
ENSG00000187735	ENSFM00250000000929
ENSG00000100711	ENSFM00250000006728
ENSG00000150681	ENSFM00500000273294
ENSG00000144840	ENSFM00250000005775
ENSG00000013392	ENSFM00500000272999
ENSG00000120289	ENSFM00360000109863
ENSG00000178804	ENSFM00500000277598
ENSG00000130385	ENSFM00300000079224
ENSG00000214107	ENSFM00360000109863
ENSG00000109743	ENSFM00500000272334
ENSG00000167094	ENSFM00250000007329
ENSG00000137392	ENSFM00600000924254
ENSG00000122824	ENSFM00250000002183
ENSG00000227420	ENSFM00250000006540
ENSG00000065833	ENSFM00250000000979
ENSG00000165507	ENSFM00250000009608
ENSG00000169297	ENSFM00500000271292
ENSG00000197753	ENSFM00250000002406
ENSG00000253148	ENSFM00500000281278
ENSG00000112096	ENSFM00250000001485
ENSG00000185818	ENSFM00500000275333
ENSG00000258945	ENSFM00640001120089
ENSG00000165511	ENSFM00250000013765
ENSG00000090104	ENSFM00500000273176
ENSG00000096063	ENSFM00500000269720
ENSG00000164024	ENSFM00250000001965
ENSG00000165512	ENSFM00570000851743
ENSG00000075239	ENSFM00630001050567
ENSG00000259133	ENSFM00640001120009
ENSG00000254839	ENSFM00610000973717
ENSG00000137573	ENSFM00570000851069
ENSG00000255310	ENSFM00610000969860
ENSG00000163630	ENSFM00500000270007
ENSG00000256574	ENSFM00350000105427
ENSG00000236398	ENSFM00500000271026
ENSG00000104765	ENSFM00500000271080
ENSG00000120280	ENSFM00250000010006
ENSG00000253719	ENSFM00560000837769
ENSG00000154898	ENSFM00570000851623
ENSG00000156469	ENSFM00250000005003
ENSG00000254936	ENSFM00610000973718
ENSG00000254021	ENSFM00600000945493
ENSG00000166006	ENSFM00260000050384
ENSG00000073417	ENSFM00280000058709
ENSG00000198814	ENSFM00250000000915
ENSG00000167632	ENSFM00250000002395
ENSG00000242019	ENSFM00570000851103
ENSG00000230961	ENSFM00440000236924
ENSG00000205217	ENSFM00250000033562
ENSG00000170298	ENSFM00510000502768
ENSG00000120327	ENSFM00450000242139
ENSG00000127074	ENSFM00500000273999
ENSG00000137877	ENSFM00600000922555
ENSG00000118307	ENSFM00250000007248
ENSG00000182208	ENSFM00500000271788
ENSG00000109458	ENSFM00580000902186
ENSG00000043093	ENSFM00500000270356
ENSG00000185070	ENSFM00250000003081
ENSG00000110107	ENSFM00250000003681
ENSG00000163328	ENSFM00250000003867
ENSG00000197776	ENSFM00250000004271
ENSG00000187690	ENSFM00600000922531
ENSG00000196368	ENSFM00250000002183
ENSG00000226976	ENSFM00500000282869
ENSG00000164105	ENSFM00250000006040
ENSG00000113248	ENSFM00450000242139
ENSG00000049167	ENSFM00250000006144
ENSG00000166949	ENSFM00250000000238
ENSG00000143554	ENSFM00250000000529
ENSG00000116741	ENSFM00510000502821
ENSG00000221937	ENSFM00500000271026
ENSG00000157227	ENSFM00400000131720
ENSG00000187479	ENSFM00600000922806
ENSG00000197448	ENSFM00250000004030
ENSG00000091317	ENSFM00260000051538
ENSG00000196233	ENSFM00250000004698
ENSG00000205126	ENSFM00500000270623
ENSG00000237333	ENSFM00440000236924
ENSG00000183148	ENSFM00570000851034
ENSG00000258890	ENSFM00250000007332
ENSG00000149308	ENSFM00250000006195
ENSG00000004399	ENSFM00250000000241
ENSG00000139910	ENSFM00580000902202
ENSG00000116750	ENSFM00500000270384
ENSG00000120329	ENSFM00470000251456
ENSG00000112769	ENSFM00570000851072
ENSG00000137193	ENSFM00460000244934
ENSG00000169064	ENSFM00250000008062
ENSG00000130997	ENSFM00250000005169
ENSG00000141741	ENSFM00500000274895
ENSG00000183840	ENSFM00440000237009
ENSG00000131459	ENSFM00250000001540
ENSG00000140749	ENSFM00250000009005
ENSG00000164106	ENSFM00500000283501
ENSG00000150551	ENSFM00250000006765
ENSG00000162222	ENSFM00500000276642
ENSG00000228570	ENSFM00250000002655
ENSG00000189013	ENSFM00570000851090
ENSG00000141738	ENSFM00250000001938
ENSG00000166862	ENSFM00250000002019
ENSG00000165997	ENSFM00500000270041
ENSG00000135914	ENSFM00250000000857
ENSG00000147202	ENSFM00260000050429
ENSG00000164107	ENSFM00500000272128
ENSG00000165661	ENSFM00250000001659
ENSG00000035862	ENSFM00500000270215
ENSG00000128524	ENSFM00500000273195
ENSG00000100360	ENSFM00400000132014
ENSG00000140400	ENSFM00250000003741
ENSG00000135931	ENSFM00250000003316
ENSG00000128604	ENSFM00600000921231
ENSG00000176771	ENSFM00250000005928
ENSG00000158169	ENSFM00250000007368
ENSG00000138294	ENSFM00560000774401
ENSG00000178404	ENSFM00250000011917
ENSG00000078070	ENSFM00570000851021
ENSG00000038382	ENSFM00640001103068
ENSG00000223752	ENSFM00250000002340
ENSG00000103047	ENSFM00250000006942
ENSG00000108679	ENSFM00440000236993
ENSG00000164830	ENSFM00640001103054
ENSG00000214819	ENSFM00600000923729
ENSG00000178913	ENSFM00250000002692
ENSG00000164654	ENSFM00500000271280
ENSG00000183726	ENSFM00250000004152
ENSG00000204956	ENSFM00250000000071
ENSG00000136206	ENSFM00570000851689
ENSG00000205334	ENSFM00500000295456
ENSG00000081853	ENSFM00250000000071
ENSG00000004468	ENSFM00500000272366
ENSG00000243147	ENSFM00500000299248
ENSG00000215346	ENSFM00250000046571
ENSG00000254556	ENSFM00610000973719
ENSG00000236827	ENSFM00550000748251
ENSG00000185442	ENSFM00630001052182
ENSG00000104643	ENSFM00620000999430
ENSG00000144635	ENSFM00250000001777
ENSG00000171302	ENSFM00250000002560
ENSG00000197614	ENSFM00260000051468
ENSG00000133661	ENSFM00500000271122
ENSG00000144040	ENSFM00500000271712
ENSG00000110455	ENSFM00500000270623
ENSG00000189369	ENSFM00610000952886
ENSG00000126391	ENSFM00250000003498
ENSG00000214112	ENSFM00470000259199
ENSG00000164304	ENSFM00250000005940
ENSG00000258804	ENSFM00640001117291
ENSG00000173918	ENSFM00260000050681
ENSG00000054983	ENSFM00250000005474
ENSG00000171053	ENSFM00500000285364
ENSG00000205212	ENSFM00570000851623
ENSG00000179222	ENSFM00500000269827
ENSG00000124422	ENSFM00250000002179
ENSG00000100362	ENSFM00600000923372
ENSG00000164187	ENSFM00250000005238
ENSG00000120647	ENSFM00250000007251
ENSG00000106927	ENSFM00500000271237
ENSG00000143614	ENSFM00600000921326
ENSG00000070444	ENSFM00250000006363
ENSG00000242259	ENSFM00560000773156
ENSG00000164587	ENSFM00250000003648
ENSG00000130656	ENSFM00500000271102
ENSG00000126870	ENSFM00250000004485
ENSG00000246477	ENSFM00610000973720
ENSG00000205821	ENSFM00500000295603
ENSG00000100983	ENSFM00250000002770
ENSG00000127804	ENSFM00250000004400
ENSG00000177710	ENSFM00500000274367
ENSG00000183542	ENSFM00500000270035
ENSG00000188542	ENSFM00500000276347
ENSG00000255020	ENSFM00610000973721
ENSG00000116747	ENSFM00250000005470
ENSG00000153767	ENSFM00250000004553
ENSG00000174171	ENSFM00500000313010
ENSG00000184608	ENSFM00250000033432
ENSG00000103966	ENSFM00250000000766
ENSG00000184545	ENSFM00420000140614
ENSG00000188672	ENSFM00390000126321
ENSG00000185608	ENSFM00500000274041
ENSG00000167280	ENSFM00250000004610
ENSG00000154319	ENSFM00500000273276
ENSG00000185670	ENSFM00500000273315
ENSG00000004838	ENSFM00250000005985
ENSG00000254245	ENSFM00250000000071
ENSG00000198837	ENSFM00250000001005
ENSG00000196844	ENSFM00500000290654
ENSG00000171174	ENSFM00500000271759
ENSG00000179299	ENSFM00250000005912
ENSG00000155719	ENSFM00250000006157
ENSG00000255641	ENSFM00500000270035
ENSG00000168002	ENSFM00500000271774
ENSG00000206177	ENSFM00500000277972
ENSG00000232317	ENSFM00520000522357
ENSG00000254221	ENSFM00250000000071
ENSG00000107669	ENSFM00250000003472
ENSG00000136279	ENSFM00480000262787
ENSG00000070010	ENSFM00250000003858
ENSG00000103044	ENSFM00250000001766
ENSG00000236027	ENSFM00560000777155
ENSG00000160360	ENSFM00250000001225
ENSG00000165588	ENSFM00500000269876
ENSG00000108854	ENSFM00570000851087
ENSG00000007168	ENSFM00570000851175
ENSG00000198082	ENSFM00600000924697
ENSG00000188089	ENSFM00540000717923
ENSG00000136573	ENSFM00640001103053
ENSG00000197932	ENSFM00250000008268
ENSG00000100365	ENSFM00250000005432
ENSG00000165775	ENSFM00500000271948
ENSG00000088808	ENSFM00250000001053
ENSG00000180881	ENSFM00260000051049
ENSG00000138075	ENSFM00500000272178
ENSG00000164117	ENSFM00250000006952
ENSG00000114021	ENSFM00500000270314
ENSG00000255332	ENSFM00610000971334
ENSG00000151632	ENSFM00510000502733
ENSG00000237353	ENSFM00620001000949
ENSG00000142327	ENSFM00250000001675
ENSG00000165323	ENSFM00570000851039
ENSG00000129003	ENSFM00250000000977
ENSG00000205810	ENSFM00500000270035
ENSG00000162604	ENSFM00250000008115
ENSG00000149311	ENSFM00360000109902
ENSG00000198331	ENSFM00250000009958
ENSG00000243772	ENSFM00570000851090
ENSG00000188536	ENSFM00500000269637
ENSG00000167612	ENSFM00600000921367
ENSG00000253910	ENSFM00250000000071
ENSG00000257736	ENSFM00250000003751
ENSG00000165704	ENSFM00250000001478
ENSG00000258126	ENSFM00640001106913
ENSG00000205869	ENSFM00500000309308
ENSG00000223957	ENSFM00540000717979
ENSG00000205867	ENSFM00550000758244
ENSG00000140718	ENSFM00250000006452
ENSG00000253485	ENSFM00250000000071
ENSG00000012779	ENSFM00250000000705
ENSG00000172738	ENSFM00250000011923
ENSG00000152127	ENSFM00250000001404
ENSG00000110721	ENSFM00250000001707
ENSG00000157625	ENSFM00600000921320
ENSG00000078814	ENSFM00250000000024
ENSG00000135506	ENSFM00250000005852
ENSG00000138293	ENSFM00250000004257
ENSG00000023572	ENSFM00500000272856
ENSG00000171853	ENSFM00250000002755
ENSG00000187808	ENSFM00500000278381
ENSG00000196224	ENSFM00500000315511
ENSG00000198918	ENSFM00500000274679
ENSG00000253731	ENSFM00250000000071
ENSG00000241598	ENSFM00500000379960
ENSG00000160404	ENSFM00250000001107
ENSG00000114204	ENSFM00600000921177
ENSG00000185940	ENSFM00540000722451
ENSG00000127530	ENSFM00320000100073
ENSG00000161405	ENSFM00250000000670
ENSG00000254774	ENSFM00610000973722
ENSG00000186212	ENSFM00410000138589
ENSG00000253537	ENSFM00250000000071
ENSG00000134371	ENSFM00250000003369
ENSG00000132446	ENSFM00500000269681
ENSG00000188269	ENSFM00320000100073
ENSG00000127515	ENSFM00320000100073
ENSG00000215769	ENSFM00600000924306
ENSG00000172148	ENSFM00320000100073
ENSG00000215126	ENSFM00250000002195
ENSG00000185385	ENSFM00320000100073
ENSG00000205864	ENSFM00500000292227
ENSG00000127529	ENSFM00320000100073
ENSG00000133678	ENSFM00560000771647
ENSG00000253953	ENSFM00250000000071
ENSG00000105143	ENSFM00250000000311
ENSG00000125351	ENSFM00250000002270
ENSG00000070193	ENSFM00500000271664
ENSG00000146250	ENSFM00250000004667
ENSG00000198947	ENSFM00250000000455
ENSG00000132361	ENSFM00250000001799
ENSG00000143921	ENSFM00600000921172
ENSG00000205809	ENSFM00500000270035
ENSG00000214176	ENSFM00600000922769
ENSG00000204130	ENSFM00250000001058
ENSG00000065609	ENSFM00250000000859
ENSG00000228299	ENSFM00630001050552
ENSG00000152767	ENSFM00270000056477
